"","DATE","ACTIVITY","mean","sd","n","day_of_week"
"24",2019-01-02,"Household Services",0,0,17,"Wednesday"
"25",2019-01-02,"Personal Care",526.461745567387,59.3407715088904,17,"Wednesday"
"26",2019-01-02,"Phone Calls",6.37461532579384,30.6770190232488,17,"Wednesday"
"27",2019-01-02,"Care Services",9.12810901069207,30.0673962969758,17,"Wednesday"
"28",2019-01-02,"Consumer Purchasing",4.76192061263601,11.2384274794562,17,"Wednesday"
"29",2019-01-02,"Religious/Spiritual Activities",2.23486117368211,9.908244680923,17,"Wednesday"
"30",2019-01-02,"Socializing and Leisure",210.54534739513,146.949154251099,17,"Wednesday"
"31",2019-01-02,"Sports and Exercise",15.1207948758995,54.1663521050008,17,"Wednesday"
"32",2019-01-02,"Traveling",68.5060583953915,49.2850008086051,17,"Wednesday"
"33",2019-01-02,"Volunteering",0,0,17,"Wednesday"
"34",2019-01-02,"Work",390.12052775817,290.623329204066,17,"Wednesday"
"35",2019-01-03,"Caring for Household",28.8689238482586,53.0328280675003,13,"Thursday"
"36",2019-01-03,"Caring for Non-Household",0,0,13,"Thursday"
"37",2019-01-03,"Education",0,0,13,"Thursday"
"38",2019-01-03,"Eating and Drinking",54.2317726627406,26.3169829926038,13,"Thursday"
"39",2019-01-03,"Civic Duties",0,0,13,"Thursday"
"40",2019-01-03,"Household Activities",121.358113789605,105.522985967586,13,"Thursday"
"41",2019-01-03,"Household Services",0,0,13,"Thursday"
"42",2019-01-03,"Personal Care",593.618835401481,143.167178060873,13,"Thursday"
"43",2019-01-03,"Phone Calls",3.97919006936274,11.8698611694763,13,"Thursday"
"44",2019-01-03,"Care Services",1.42423771104238,3.49484250319619,13,"Thursday"
"45",2019-01-03,"Consumer Purchasing",46.7864598836703,62.0928956513604,13,"Thursday"
"46",2019-01-03,"Religious/Spiritual Activities",0,0,13,"Thursday"
"47",2019-01-03,"Socializing and Leisure",242.522301504007,189.908591348752,13,"Thursday"
"48",2019-01-03,"Sports and Exercise",3.23145489656772,15.228815377746,13,"Thursday"
"49",2019-01-03,"Traveling",64.762883147932,44.979317411332,13,"Thursday"
"50",2019-01-03,"Volunteering",0,0,13,"Thursday"
"51",2019-01-03,"Work",245.022621761186,218.798937858182,13,"Thursday"
"52",2019-01-04,"Caring for Household",46.2954078810547,113.455986622565,49,"Friday"
"53",2019-01-04,"Caring for Non-Household",4.62143142818824,23.0437947847086,49,"Friday"
"54",2019-01-04,"Education",1.81016849337181,13.6671497575078,49,"Friday"
"55",2019-01-04,"Eating and Drinking",52.4145715985224,47.3415287833353,49,"Friday"
"56",2019-01-04,"Civic Duties",0,0,49,"Friday"
"57",2019-01-04,"Household Activities",110.277026805582,125.637587734637,49,"Friday"
"58",2019-01-04,"Household Services",0.97943250663221,5.33138699261595,49,"Friday"
"59",2019-01-04,"Personal Care",577.308850923687,147.593022246717,49,"Friday"
"60",2019-01-04,"Phone Calls",6.64914695576006,17.3299039976085,49,"Friday"
"61",2019-01-04,"Care Services",0.209881511195967,0.955024497225801,49,"Friday"
"62",2019-01-04,"Consumer Purchasing",34.4652585616565,56.4310614036158,49,"Friday"
"63",2019-01-04,"Religious/Spiritual Activities",43.9387474921926,133.37175277914,49,"Friday"
"64",2019-01-04,"Socializing and Leisure",339.298238541089,222.253628721598,49,"Friday"
"65",2019-01-04,"Sports and Exercise",20.4808720246806,62.2091483087385,49,"Friday"
"66",2019-01-04,"Traveling",84.7019025630346,146.420033677889,49,"Friday"
"67",2019-01-04,"Volunteering",11.6140193102783,60.1117328841299,49,"Friday"
"68",2019-01-04,"Work",96.0112362372506,199.850942319083,49,"Friday"
"69",2019-01-05,"Caring for Household",21.5849887955305,49.1272272684722,72,"Saturday"
"70",2019-01-05,"Caring for Non-Household",0.222623076945495,1.26737707422554,72,"Saturday"
"71",2019-01-05,"Education",1.35347936918539,6.7079285411302,72,"Saturday"
"72",2019-01-05,"Eating and Drinking",77.2467861209277,44.0664448914072,72,"Saturday"
"73",2019-01-05,"Civic Duties",0,0,72,"Saturday"
"74",2019-01-05,"Household Activities",107.247911618024,125.225525474133,72,"Saturday"
"75",2019-01-05,"Household Services",0.41357598647823,3.74464262427109,72,"Saturday"
"76",2019-01-05,"Personal Care",588.997248915563,144.960395881015,72,"Saturday"
"77",2019-01-05,"Phone Calls",4.4115622083735,15.2912707806596,72,"Saturday"
"78",2019-01-05,"Care Services",0.095834601692781,0.685557247006794,72,"Saturday"
"79",2019-01-05,"Consumer Purchasing",20.9022803908958,38.2787943603528,72,"Saturday"
"80",2019-01-05,"Religious/Spiritual Activities",74.4373293523971,116.485648609125,72,"Saturday"
"81",2019-01-05,"Socializing and Leisure",352.371771976234,179.885234233925,72,"Saturday"
"82",2019-01-05,"Sports and Exercise",41.127732938516,77.5773390055983,72,"Saturday"
"83",2019-01-05,"Traveling",84.8331831369807,76.486552243519,72,"Saturday"
"84",2019-01-05,"Volunteering",7.35128894749825,36.6711253841522,72,"Saturday"
"85",2019-01-05,"Work",49.9961500560247,130.491101075783,72,"Saturday"
"86",2019-01-06,"Caring for Household",12.2293118558651,46.1738401209649,44,"Sunday"
"87",2019-01-06,"Caring for Non-Household",1.37876441218544,7.29723134341104,44,"Sunday"
"88",2019-01-06,"Education",19.120246238003,99.6122883018555,44,"Sunday"
"89",2019-01-06,"Eating and Drinking",50.5858816241283,37.2457433109967,44,"Sunday"
"90",2019-01-06,"Civic Duties",0,0,44,"Sunday"
"91",2019-01-06,"Household Activities",91.4590399317237,115.963786472507,44,"Sunday"
"92",2019-01-06,"Household Services",0.251923997417269,2.73756355827141,44,"Sunday"
"93",2019-01-06,"Personal Care",586.073399548534,105.279994247843,44,"Sunday"
"94",2019-01-06,"Phone Calls",2.43362561142742,13.8656566538806,44,"Sunday"
"95",2019-01-06,"Care Services",7.08720848486718,26.1805790459291,44,"Sunday"
"96",2019-01-06,"Consumer Purchasing",13.0527996333833,27.6746312449448,44,"Sunday"
"97",2019-01-06,"Religious/Spiritual Activities",0.325103522566045,2.52910619834081,44,"Sunday"
"98",2019-01-06,"Socializing and Leisure",249.216696902594,190.143261595557,44,"Sunday"
"99",2019-01-06,"Sports and Exercise",25.5938082837385,82.976322239638,44,"Sunday"
"100",2019-01-06,"Traveling",68.2533558591968,63.1301136289854,44,"Sunday"
"101",2019-01-06,"Volunteering",0,0,44,"Sunday"
"102",2019-01-06,"Work",296.5870719282,268.778243396365,44,"Sunday"
"103",2019-01-07,"Caring for Household",39.0725369886716,62.8212819143806,21,"Monday"
"104",2019-01-07,"Caring for Non-Household",5.21198322351405,20.6775748286014,21,"Monday"
"105",2019-01-07,"Education",41.0003957595995,132.207561152436,21,"Monday"
"106",2019-01-07,"Eating and Drinking",71.7823595366865,53.8772202869193,21,"Monday"
"107",2019-01-07,"Civic Duties",0,0,21,"Monday"
"108",2019-01-07,"Household Activities",74.4987860439071,63.7079387881682,21,"Monday"
"109",2019-01-07,"Household Services",0,0,21,"Monday"
"110",2019-01-07,"Personal Care",575.260413099762,89.8318045487127,21,"Monday"
"111",2019-01-07,"Phone Calls",3.70490547828887,11.905446598221,21,"Monday"
"112",2019-01-07,"Care Services",0,0,21,"Monday"
"113",2019-01-07,"Consumer Purchasing",3.83910102042154,13.0228751422587,21,"Monday"
"114",2019-01-07,"Religious/Spiritual Activities",1.89128928070652,10.4833383127397,21,"Monday"
"115",2019-01-07,"Socializing and Leisure",175.686074356171,143.95520546078,21,"Monday"
"116",2019-01-07,"Sports and Exercise",13.9615930091284,32.8131392734432,21,"Monday"
"117",2019-01-07,"Traveling",75.9684232899117,54.6493965114389,21,"Monday"
"118",2019-01-07,"Volunteering",0,0,21,"Monday"
"119",2019-01-07,"Work",344.518726268601,239.150201497558,21,"Monday"
"120",2019-01-08,"Caring for Household",61.9958742142875,90.0362293728113,16,"Tuesday"
"121",2019-01-08,"Caring for Non-Household",0.671646296181142,1.97090436498514,16,"Tuesday"
"122",2019-01-08,"Education",0,0,16,"Tuesday"
"123",2019-01-08,"Eating and Drinking",52.4220051570655,39.9848452790939,16,"Tuesday"
"124",2019-01-08,"Civic Duties",0,0,16,"Tuesday"
"125",2019-01-08,"Household Activities",133.829422685708,190.083735384079,16,"Tuesday"
"126",2019-01-08,"Household Services",0,0,16,"Tuesday"
"127",2019-01-08,"Personal Care",555.372432540121,107.027031360847,16,"Tuesday"
"128",2019-01-08,"Phone Calls",1.68695356768942,6.59986995172667,16,"Tuesday"
"129",2019-01-08,"Care Services",15.2311113182259,42.4610679480544,16,"Tuesday"
"130",2019-01-08,"Consumer Purchasing",9.22059404580016,17.2904981176737,16,"Tuesday"
"131",2019-01-08,"Religious/Spiritual Activities",4.84148775132782,21.3972082769413,16,"Tuesday"
"132",2019-01-08,"Socializing and Leisure",139.242389373344,97.3398443289019,16,"Tuesday"
"133",2019-01-08,"Sports and Exercise",13.619594140808,26.6654329796195,16,"Tuesday"
"134",2019-01-08,"Traveling",65.1622443200156,28.0654739273628,16,"Tuesday"
"135",2019-01-08,"Volunteering",6.34623032143995,21.6526839197076,16,"Tuesday"
"136",2019-01-08,"Work",339.153649118397,257.442529174364,16,"Tuesday"
"137",2019-01-09,"Caring for Household",25.2352478070448,49.0924492001748,22,"Wednesday"
"138",2019-01-09,"Caring for Non-Household",4.16647160580722,24.6497719590362,22,"Wednesday"
"139",2019-01-09,"Education",7.47662436698107,35.601441066959,22,"Wednesday"
"140",2019-01-09,"Eating and Drinking",57.5687362670758,23.236244655057,22,"Wednesday"
"141",2019-01-09,"Civic Duties",0,0,22,"Wednesday"
"142",2019-01-09,"Household Activities",124.340958337899,174.406585052702,22,"Wednesday"
"143",2019-01-09,"Household Services",0,0,22,"Wednesday"
"144",2019-01-09,"Personal Care",521.860789963079,90.0396698760993,22,"Wednesday"
"145",2019-01-09,"Phone Calls",2.42064299039017,11.8058912195479,22,"Wednesday"
"146",2019-01-09,"Care Services",10.1077515511077,39.4641288319263,22,"Wednesday"
"147",2019-01-09,"Consumer Purchasing",17.6810640818741,26.7327586771231,22,"Wednesday"
"148",2019-01-09,"Religious/Spiritual Activities",0,0,22,"Wednesday"
"149",2019-01-09,"Socializing and Leisure",256.936305305224,210.488607144133,22,"Wednesday"
"150",2019-01-09,"Sports and Exercise",14.1174587248424,29.7884872603395,22,"Wednesday"
"151",2019-01-09,"Traveling",74.245788199572,64.6042130969918,22,"Wednesday"
"152",2019-01-09,"Volunteering",0.633612234489921,3.01707127686093,22,"Wednesday"
"153",2019-01-09,"Work",317.77545645043,262.242667541996,22,"Wednesday"
"154",2019-01-10,"Caring for Household",14.9850727995951,39.5978444002199,13,"Thursday"
"155",2019-01-10,"Caring for Non-Household",10.6233393647251,25.5008128983755,13,"Thursday"
"156",2019-01-10,"Education",0,0,13,"Thursday"
"157",2019-01-10,"Eating and Drinking",58.0153262069386,36.1963281182167,13,"Thursday"
"158",2019-01-10,"Civic Duties",0,0,13,"Thursday"
"159",2019-01-10,"Household Activities",85.5450318688198,80.9117949622185,13,"Thursday"
"160",2019-01-10,"Household Services",2.81474698234163,10.8968258939812,13,"Thursday"
"161",2019-01-10,"Personal Care",530.244279861982,132.828910667521,13,"Thursday"
"162",2019-01-10,"Phone Calls",6.93236600127266,12.3326615635067,13,"Thursday"
"163",2019-01-10,"Care Services",13.5500056237938,39.2276024783012,13,"Thursday"
"164",2019-01-10,"Consumer Purchasing",13.6252655211173,26.1435440750666,13,"Thursday"
"165",2019-01-10,"Religious/Spiritual Activities",6.46655175290055,18.6058274828361,13,"Thursday"
"166",2019-01-10,"Socializing and Leisure",218.194949786466,169.370840928651,13,"Thursday"
"167",2019-01-10,"Sports and Exercise",17.8887800437429,37.3789965714008,13,"Thursday"
"168",2019-01-10,"Traveling",69.4518804213839,44.8698629524823,13,"Thursday"
"169",2019-01-10,"Volunteering",0,0,13,"Thursday"
"170",2019-01-10,"Work",376.852802270891,247.065516304208,13,"Thursday"
"171",2019-01-11,"Caring for Household",16.7418698963191,59.1226773924515,41,"Friday"
"172",2019-01-11,"Caring for Non-Household",11.6663429873186,48.1864813586646,41,"Friday"
"173",2019-01-11,"Education",1.95191107874228,15.1795709357858,41,"Friday"
"174",2019-01-11,"Eating and Drinking",62.5034296861853,52.7507561177773,41,"Friday"
"175",2019-01-11,"Civic Duties",0,0,41,"Friday"
"176",2019-01-11,"Household Activities",122.754538878473,154.716416286435,41,"Friday"
"177",2019-01-11,"Household Services",0.229078366814639,1.49609718324291,41,"Friday"
"178",2019-01-11,"Personal Care",596.308830060589,115.503902141274,41,"Friday"
"179",2019-01-11,"Phone Calls",5.90550842855226,15.0208846028785,41,"Friday"
"180",2019-01-11,"Care Services",0.510661985945072,2.72013862955084,41,"Friday"
"181",2019-01-11,"Consumer Purchasing",19.0850380636864,29.8144405948621,41,"Friday"
"182",2019-01-11,"Religious/Spiritual Activities",19.475025753448,81.703318298613,41,"Friday"
"183",2019-01-11,"Socializing and Leisure",456.629921473293,254.82563200361,41,"Friday"
"184",2019-01-11,"Sports and Exercise",11.7060228865763,42.4102190987596,41,"Friday"
"185",2019-01-11,"Traveling",50.5871959369069,54.749496333953,41,"Friday"
"186",2019-01-11,"Volunteering",1.96785935978153,10.357540216906,41,"Friday"
"187",2019-01-11,"Work",43.3240033414575,133.52523576202,41,"Friday"
"188",2019-01-12,"Caring for Household",14.5860685999778,37.2930024445442,56,"Saturday"
"189",2019-01-12,"Caring for Non-Household",15.5628861244289,64.4191508256242,56,"Saturday"
"190",2019-01-12,"Education",5.5185031547741,30.933542007371,56,"Saturday"
"191",2019-01-12,"Eating and Drinking",70.2793737127319,65.8438747983477,56,"Saturday"
"192",2019-01-12,"Civic Duties",0,0,56,"Saturday"
"193",2019-01-12,"Household Activities",137.619091507125,151.45806685687,56,"Saturday"
"194",2019-01-12,"Household Services",0,0,56,"Saturday"
"195",2019-01-12,"Personal Care",651.143440889791,177.488045457653,56,"Saturday"
"196",2019-01-12,"Phone Calls",4.64747430274331,12.7709884432917,56,"Saturday"
"197",2019-01-12,"Care Services",0,0,56,"Saturday"
"198",2019-01-12,"Consumer Purchasing",15.4276635827977,41.2206878202803,56,"Saturday"
"199",2019-01-12,"Religious/Spiritual Activities",33.379975204975,73.3178171558773,56,"Saturday"
"200",2019-01-12,"Socializing and Leisure",361.560430537518,262.146685651728,56,"Saturday"
"201",2019-01-12,"Sports and Exercise",10.1312644430011,28.4386518506672,56,"Saturday"
"202",2019-01-12,"Traveling",56.9919216388776,75.5034184536818,56,"Saturday"
"203",2019-01-12,"Volunteering",6.3836039150683,26.9407568385939,56,"Saturday"
"204",2019-01-12,"Work",42.4333121413633,135.965296281321,56,"Saturday"
"205",2019-01-13,"Caring for Household",12.7910084433794,33.9492088504722,31,"Sunday"
"206",2019-01-13,"Caring for Non-Household",1.78084999362255,8.7730737611128,31,"Sunday"
"207",2019-01-13,"Education",69.2435735872491,153.66585339066,31,"Sunday"
"208",2019-01-13,"Eating and Drinking",95.9146944651224,77.740850395981,31,"Sunday"
"209",2019-01-13,"Civic Duties",1.13610458840763,5.72646523639503,31,"Sunday"
"210",2019-01-13,"Household Activities",83.5269162913701,100.073171571168,31,"Sunday"
"211",2019-01-13,"Household Services",1.08173955021167,4.5237849865094,31,"Sunday"
"212",2019-01-13,"Personal Care",575.310588370189,92.5584979041738,31,"Sunday"
"213",2019-01-13,"Phone Calls",13.9833256680593,28.0947080213925,31,"Sunday"
"214",2019-01-13,"Care Services",2.78583696191729,12.6249487349674,31,"Sunday"
"215",2019-01-13,"Consumer Purchasing",13.5797553570536,33.769820889877,31,"Sunday"
"216",2019-01-13,"Religious/Spiritual Activities",2.72362246860379,10.3526551743318,31,"Sunday"
"217",2019-01-13,"Socializing and Leisure",228.246136747986,245.507307643161,31,"Sunday"
"218",2019-01-13,"Sports and Exercise",25.4686187299984,38.7980407830896,31,"Sunday"
"219",2019-01-13,"Traveling",79.2428984504589,71.3402178542881,31,"Sunday"
"220",2019-01-13,"Volunteering",5.0488044178408,34.99732001407,31,"Sunday"
"221",2019-01-13,"Work",216.950778921217,259.537978166895,31,"Sunday"
"222",2019-01-14,"Caring for Household",13.515312382092,43.8834772573207,24,"Monday"
"223",2019-01-14,"Caring for Non-Household",9.04595279842385,26.0833737581415,24,"Monday"
"224",2019-01-14,"Education",26.2368746488876,80.8769388677845,24,"Monday"
"225",2019-01-14,"Eating and Drinking",54.3427844171027,42.8601869287652,24,"Monday"
"226",2019-01-14,"Civic Duties",0,0,24,"Monday"
"227",2019-01-14,"Household Activities",122.837671516624,155.669998585622,24,"Monday"
"228",2019-01-14,"Household Services",1.63400743947781,5.4781537565605,24,"Monday"
"229",2019-01-14,"Personal Care",518.878377377744,104.550975466625,24,"Monday"
"230",2019-01-14,"Phone Calls",0.531565381362222,1.93861911201832,24,"Monday"
"231",2019-01-14,"Care Services",11.20962158341,27.0882186442022,24,"Monday"
"232",2019-01-14,"Consumer Purchasing",3.35984388077279,7.94759275946732,24,"Monday"
"233",2019-01-14,"Religious/Spiritual Activities",5.10863290232501,12.9810776916754,24,"Monday"
"234",2019-01-14,"Socializing and Leisure",273.415378493332,206.879342254239,24,"Monday"
"235",2019-01-14,"Sports and Exercise",7.38682242533987,16.8936218852035,24,"Monday"
"236",2019-01-14,"Traveling",84.9923581355151,66.4733603508952,24,"Monday"
"237",2019-01-14,"Volunteering",23.8888294065218,69.11464827313,24,"Monday"
"238",2019-01-14,"Work",264.434784572938,262.503993742386,24,"Monday"
"239",2019-01-15,"Caring for Household",19.1057721115725,41.8901744420697,20,"Tuesday"
"240",2019-01-15,"Caring for Non-Household",0,0,20,"Tuesday"
"241",2019-01-15,"Education",43.6078669185969,133.94003686816,20,"Tuesday"
"242",2019-01-15,"Eating and Drinking",87.8546032177015,96.9602239271,20,"Tuesday"
"243",2019-01-15,"Civic Duties",0,0,20,"Tuesday"
"244",2019-01-15,"Household Activities",90.6933853047978,157.13730545812,20,"Tuesday"
"245",2019-01-15,"Household Services",0,0,20,"Tuesday"
"246",2019-01-15,"Personal Care",565.470116887693,63.7071913005616,20,"Tuesday"
"247",2019-01-15,"Phone Calls",3.93411703043379,10.6129521456337,20,"Tuesday"
"248",2019-01-15,"Care Services",9.7958901903402,39.0280270271841,20,"Tuesday"
"249",2019-01-15,"Consumer Purchasing",13.7766060869915,29.1259371169347,20,"Tuesday"
"250",2019-01-15,"Religious/Spiritual Activities",23.8223846300335,56.4696472671236,20,"Tuesday"
"251",2019-01-15,"Socializing and Leisure",220.100100836909,177.865016290419,20,"Tuesday"
"252",2019-01-15,"Sports and Exercise",21.7025471596113,82.0951123550857,20,"Tuesday"
"253",2019-01-15,"Traveling",78.526987303576,42.7545947842197,20,"Tuesday"
"254",2019-01-15,"Volunteering",7.11673497592308,45.6549294818218,20,"Tuesday"
"255",2019-01-15,"Work",243.696891283633,238.321468008265,20,"Tuesday"
"256",2019-01-16,"Caring for Household",9.80420235500148,29.7919426238144,21,"Wednesday"
"257",2019-01-16,"Caring for Non-Household",10.1864256127056,54.4702450802584,21,"Wednesday"
"258",2019-01-16,"Education",51.4235502743548,134.658242504927,21,"Wednesday"
"259",2019-01-16,"Eating and Drinking",63.3336331780147,25.3431949926273,21,"Wednesday"
"260",2019-01-16,"Civic Duties",0,0,21,"Wednesday"
"261",2019-01-16,"Household Activities",64.2456983640837,97.4859142857164,21,"Wednesday"
"262",2019-01-16,"Household Services",0,0,21,"Wednesday"
"263",2019-01-16,"Personal Care",512.018782762276,111.390256979761,21,"Wednesday"
"264",2019-01-16,"Phone Calls",3.68324046991998,12.8397074859803,21,"Wednesday"
"265",2019-01-16,"Care Services",0,0,21,"Wednesday"
"266",2019-01-16,"Consumer Purchasing",9.20810688513757,20.6582268404591,21,"Wednesday"
"267",2019-01-16,"Religious/Spiritual Activities",0.587195155095304,4.15584607106426,21,"Wednesday"
"268",2019-01-16,"Socializing and Leisure",204.497845480261,150.915634863252,21,"Wednesday"
"269",2019-01-16,"Sports and Exercise",8.25681631643464,21.2468283879973,21,"Wednesday"
"270",2019-01-16,"Traveling",106.38007867224,130.827704618961,21,"Wednesday"
"271",2019-01-16,"Volunteering",30.2312545441192,82.9676167319588,21,"Wednesday"
"272",2019-01-16,"Work",361.223470545414,220.519844700734,21,"Wednesday"
"273",2019-01-17,"Caring for Household",0.518644341495797,2.11135772582004,20,"Thursday"
"274",2019-01-17,"Caring for Non-Household",1.27016486038126,8.92339029968707,20,"Thursday"
"275",2019-01-17,"Education",100.884746016219,182.663990112226,20,"Thursday"
"276",2019-01-17,"Eating and Drinking",93.8609730604189,65.0242051770987,20,"Thursday"
"277",2019-01-17,"Civic Duties",0,0,20,"Thursday"
"278",2019-01-17,"Household Activities",59.2951258650144,70.736953993724,20,"Thursday"
"279",2019-01-17,"Household Services",1.85926818072297,8.95601419188685,20,"Thursday"
"280",2019-01-17,"Personal Care",609.042036660408,135.004930989775,20,"Thursday"
"281",2019-01-17,"Phone Calls",2.90429789843782,12.1988516578739,20,"Thursday"
"282",2019-01-17,"Care Services",20.7275214548097,56.618346433731,20,"Thursday"
"283",2019-01-17,"Consumer Purchasing",28.7432725053285,53.7045683924915,20,"Thursday"
"284",2019-01-17,"Religious/Spiritual Activities",0.3189552431054,2.16393073214515,20,"Thursday"
"285",2019-01-17,"Socializing and Leisure",284.302005845448,225.544758577367,20,"Thursday"
"286",2019-01-17,"Sports and Exercise",14.6575274145013,52.7766858738891,20,"Thursday"
"287",2019-01-17,"Traveling",62.909968326593,52.5351853376477,20,"Thursday"
"288",2019-01-17,"Volunteering",0,0,20,"Thursday"
"289",2019-01-17,"Work",155.081081918781,244.809412359756,20,"Thursday"
"290",2019-01-18,"Caring for Household",13.529886270152,48.1338103989559,61,"Friday"
"291",2019-01-18,"Caring for Non-Household",6.6622211589988,30.3460231172805,61,"Friday"
"292",2019-01-18,"Education",1.02480040337841,10.7588868413114,61,"Friday"
"293",2019-01-18,"Eating and Drinking",74.8058436163443,102.785895158393,61,"Friday"
"294",2019-01-18,"Civic Duties",0,0,61,"Friday"
"295",2019-01-18,"Household Activities",99.7510005997356,115.810839973281,61,"Friday"
"296",2019-01-18,"Household Services",0,0,61,"Friday"
"297",2019-01-18,"Personal Care",631.40554250612,135.239984164363,61,"Friday"
"298",2019-01-18,"Phone Calls",11.9943892989807,41.6622974440767,61,"Friday"
"299",2019-01-18,"Care Services",1.62743880508662,6.64313509449658,61,"Friday"
"300",2019-01-18,"Consumer Purchasing",28.8216188575953,53.0069159075401,61,"Friday"
"301",2019-01-18,"Religious/Spiritual Activities",20.5712795764471,87.5116065943783,61,"Friday"
"302",2019-01-18,"Socializing and Leisure",343.222579778425,208.793332859166,61,"Friday"
"303",2019-01-18,"Sports and Exercise",20.6199929889174,49.1458979505544,61,"Friday"
"304",2019-01-18,"Traveling",66.6933850336746,104.120784250749,61,"Friday"
"305",2019-01-18,"Volunteering",12.7302628600215,60.6405570832664,61,"Friday"
"306",2019-01-18,"Work",79.0939662385233,147.162648788039,61,"Friday"
"307",2019-01-19,"Caring for Household",12.5899631329209,30.6826739628459,38,"Saturday"
"308",2019-01-19,"Caring for Non-Household",0.462037728843492,1.93429810658263,38,"Saturday"
"309",2019-01-19,"Education",7.72656443707147,33.9283724443405,38,"Saturday"
"310",2019-01-19,"Eating and Drinking",55.2686736571631,44.9695800987027,38,"Saturday"
"311",2019-01-19,"Civic Duties",0,0,38,"Saturday"
"312",2019-01-19,"Household Activities",99.5048876932248,116.789750668489,38,"Saturday"
"313",2019-01-19,"Household Services",0,0,38,"Saturday"
"314",2019-01-19,"Personal Care",674.67680423636,143.656779932817,38,"Saturday"
"315",2019-01-19,"Phone Calls",25.8321497348834,64.6622049081424,38,"Saturday"
"316",2019-01-19,"Care Services",2.47905652888433,17.0687159321292,38,"Saturday"
"317",2019-01-19,"Consumer Purchasing",22.6558216522323,53.3039465446537,38,"Saturday"
"318",2019-01-19,"Religious/Spiritual Activities",25.7653709260739,47.3515061850548,38,"Saturday"
"319",2019-01-19,"Socializing and Leisure",378.989447247052,190.377571876954,38,"Saturday"
"320",2019-01-19,"Sports and Exercise",13.1117908185619,62.3557914704672,38,"Saturday"
"321",2019-01-19,"Traveling",37.3196714105818,58.4046772931778,38,"Saturday"
"322",2019-01-19,"Volunteering",5.57051997406499,24.7698771564248,38,"Saturday"
"323",2019-01-19,"Work",68.5862593170305,162.351659227587,38,"Saturday"
"324",2019-01-20,"Caring for Household",19.6992367612671,54.2044517194445,16,"Sunday"
"325",2019-01-20,"Caring for Non-Household",5.20594732957248,26.3540699268209,16,"Sunday"
"326",2019-01-20,"Education",0,0,16,"Sunday"
"327",2019-01-20,"Eating and Drinking",52.5367819279025,28.1297922474075,16,"Sunday"
"328",2019-01-20,"Civic Duties",0,0,16,"Sunday"
"329",2019-01-20,"Household Activities",103.041403295151,117.401825629319,16,"Sunday"
"330",2019-01-20,"Household Services",0,0,16,"Sunday"
"331",2019-01-20,"Personal Care",585.334409974063,110.381779620288,16,"Sunday"
"332",2019-01-20,"Phone Calls",4.9786632101066,15.2489305674137,16,"Sunday"
"333",2019-01-20,"Care Services",0.784885986200621,4.78858368369319,16,"Sunday"
"334",2019-01-20,"Consumer Purchasing",13.6797788633633,29.8904412648196,16,"Sunday"
"335",2019-01-20,"Religious/Spiritual Activities",1.63130438455966,6.16000483833837,16,"Sunday"
"336",2019-01-20,"Socializing and Leisure",284.486597510758,191.108097512552,16,"Sunday"
"337",2019-01-20,"Sports and Exercise",12.5380842040959,27.1074902623467,16,"Sunday"
"338",2019-01-20,"Traveling",66.0584057858094,64.0479077983237,16,"Sunday"
"339",2019-01-20,"Volunteering",15.6977197240124,95.7716736738639,16,"Sunday"
"340",2019-01-20,"Work",261.876829978906,273.407142617804,16,"Sunday"
