"","DATE","ACTIVITY","mean","sd","n","StringencyIndex"
"263",2020-01-30,"PHONE",0.186865990638348,0.948372848030883,18,2.78
"264",2020-01-30,"RELIG",0,0,18,2.78
"265",2020-01-30,"SOCIAL",280.028186948849,225.964797166002,18,2.78
"266",2020-01-30,"SPORTS",15.3178878312034,50.1510975372777,18,2.78
"267",2020-01-30,"TRAVEL",53.945327022416,40.2194234974144,18,2.78
"268",2020-01-30,"WORK",98.7595318888593,185.462679394666,18,2.78
"269",2020-01-30,"LEISATTEND",0,0,18,2.78
"270",2020-01-30,"LEISSOCCOM",7.27731560890561,26.672261066409,18,2.78
"271",2020-01-31,"HHACT",90.8309300691185,119.73889156689,47,2.78
"272",2020-01-31,"PHONE",2.33811830926192,12.7268561343425,47,2.78
"273",2020-01-31,"RELIG",3.2954767458983,13.0241929322947,47,2.78
"274",2020-01-31,"SOCIAL",406.332628567669,209.94614588727,47,2.78
"275",2020-01-31,"SPORTS",17.4526255072156,71.2349547559415,47,2.78
"276",2020-01-31,"TRAVEL",77.9576531843676,89.8107988514354,47,2.78
"277",2020-01-31,"WORK",64.9523885702088,163.788532221509,47,2.78
"278",2020-01-31,"LEISATTEND",2.79310996539791,27.5736065941647,47,2.78
"279",2020-01-31,"LEISSOCCOM",65.6525616562631,115.105687930219,47,2.78
"280",2020-02-01,"HHACT",87.5890435876564,88.5271053218286,49,2.78
"281",2020-02-01,"PHONE",5.25867011911233,21.2876285042329,49,2.78
"282",2020-02-01,"RELIG",14.7164293283061,45.2480356947599,49,2.78
"283",2020-02-01,"SOCIAL",437.559280750046,198.82558659635,49,2.78
"284",2020-02-01,"SPORTS",12.7574856662421,29.6629082871999,49,2.78
"285",2020-02-01,"TRAVEL",50.2611667648144,65.3945948701674,49,2.78
"286",2020-02-01,"WORK",22.345162525504,97.5730415696921,49,2.78
"287",2020-02-01,"LEISATTEND",49.1949433812139,123.054976548201,49,2.78
"288",2020-02-01,"LEISSOCCOM",107.718676937826,170.080044886372,49,2.78
"289",2020-02-02,"HHACT",62.2729422130803,129.778252431007,25,2.78
"290",2020-02-02,"PHONE",0.229677025553452,1.49800491487742,25,2.78
"291",2020-02-02,"RELIG",3.57820172583457,12.0892220123288,25,2.78
"292",2020-02-02,"SOCIAL",251.660980874439,219.163304636033,25,2.78
"293",2020-02-02,"SPORTS",28.9961896116377,56.2777205871393,25,2.78
"294",2020-02-02,"TRAVEL",51.1645848015838,47.2024622120226,25,2.78
"295",2020-02-02,"WORK",200.04467324999,252.890388658298,25,2.78
"296",2020-02-02,"LEISATTEND",0,0,25,2.78
"297",2020-02-02,"LEISSOCCOM",28.5927090371366,60.2720923380461,25,2.78
"298",2020-02-03,"HHACT",106.236826071295,93.4074278492846,12,2.78
"299",2020-02-03,"PHONE",16.1640626500432,79.2017238703724,12,2.78
"300",2020-02-03,"RELIG",1.30796302287343,8.3801670325312,12,2.78
"301",2020-02-03,"SOCIAL",211.907984856685,126.047082964728,12,2.78
"302",2020-02-03,"SPORTS",16.8207418101446,24.820706564814,12,2.78
"303",2020-02-03,"TRAVEL",77.5985190679273,40.7689789770082,12,2.78
"304",2020-02-03,"WORK",298.273468094879,239.656026231636,12,2.78
"305",2020-02-03,"LEISATTEND",0,0,12,2.78
"306",2020-02-03,"LEISSOCCOM",8.46835200975134,18.913394450045,12,2.78
"307",2020-02-04,"HHACT",43.1715608484305,46.8479156659918,17,2.78
"308",2020-02-04,"PHONE",2.60255817762825,13.35200131256,17,2.78
"309",2020-02-04,"RELIG",0,0,17,2.78
"310",2020-02-04,"SOCIAL",220.955709762841,196.658574652695,17,2.78
"311",2020-02-04,"SPORTS",2.83560208873667,18.989145164958,17,2.78
"312",2020-02-04,"TRAVEL",48.1981777499128,34.8183919333956,17,2.78
"313",2020-02-04,"WORK",432.907964479354,229.581510319493,17,2.78
"314",2020-02-04,"LEISATTEND",0,0,17,2.78
"315",2020-02-04,"LEISSOCCOM",14.4934922433631,23.3478997967966,17,2.78
"316",2020-02-05,"HHACT",63.3653092287696,42.4835439371759,15,2.78
"317",2020-02-05,"PHONE",5.05654012451546,13.8345628352803,15,2.78
"318",2020-02-05,"RELIG",2.66705699602166,8.53806284602052,15,2.78
"319",2020-02-05,"SOCIAL",270.987481242427,217.005594733044,15,2.78
"320",2020-02-05,"SPORTS",24.3797426410404,63.655802093359,15,2.78
"321",2020-02-05,"TRAVEL",81.4937946713508,47.2635284015521,15,2.78
"322",2020-02-05,"WORK",240.061956337607,232.098932485112,15,2.78
"323",2020-02-05,"LEISATTEND",0,0,15,2.78
"324",2020-02-05,"LEISSOCCOM",71.6918187995722,97.9541863923734,15,2.78
"325",2020-02-06,"HHACT",101.786079124611,93.1027856504797,11,2.78
"326",2020-02-06,"PHONE",1.20142281267326,4.75237199848952,11,2.78
"327",2020-02-06,"RELIG",18.7638805812418,27.8163553503457,11,2.78
"328",2020-02-06,"SOCIAL",193.439307239129,93.0830571849171,11,2.78
"329",2020-02-06,"SPORTS",4.78818549940479,11.8650570743026,11,2.78
"330",2020-02-06,"TRAVEL",82.8041208578325,44.3804421738616,11,2.78
"331",2020-02-06,"WORK",257.272705317938,248.602034251189,11,2.78
"332",2020-02-06,"LEISATTEND",0,0,11,2.78
"333",2020-02-06,"LEISSOCCOM",1.20142281267326,4.75237199848952,11,2.78
"334",2020-02-07,"HHACT",113.57086541095,136.943848499893,43,2.78
"335",2020-02-07,"PHONE",5.81691424606568,32.7847324808271,43,2.78
"336",2020-02-07,"RELIG",19.0920412065455,73.8882323071939,43,2.78
"337",2020-02-07,"SOCIAL",287.174158654209,199.57870324099,43,2.78
"338",2020-02-07,"SPORTS",28.4502653860164,62.4005875673465,43,2.78
"339",2020-02-07,"TRAVEL",85.0728455763899,75.8908054653099,43,2.78
"340",2020-02-07,"WORK",63.8986498593853,154.134545443161,43,2.78
"341",2020-02-07,"LEISATTEND",0,0,43,2.78
"342",2020-02-07,"LEISSOCCOM",35.5406215250273,74.5427298712257,43,2.78
"343",2020-02-08,"HHACT",171.595681939828,168.854315786256,54,2.78
"344",2020-02-08,"PHONE",7.96001899812433,19.2694580724383,54,2.78
"345",2020-02-08,"RELIG",28.0370082977722,59.8495716994903,54,2.78
"346",2020-02-08,"SOCIAL",333.76203595364,182.498750827946,54,2.78
"347",2020-02-08,"SPORTS",24.9466482486361,86.7143679898064,54,2.78
"348",2020-02-08,"TRAVEL",46.8213418029542,47.8953697600776,54,2.78
"349",2020-02-08,"WORK",15.7026632428401,50.7969371624425,54,2.78
"350",2020-02-08,"LEISATTEND",3.47120100083482,18.3085676839857,54,2.78
"351",2020-02-08,"LEISSOCCOM",34.9984129246698,78.6078204510824,54,2.78
"352",2020-02-09,"HHACT",91.4200716756333,95.7590003270691,19,2.78
"353",2020-02-09,"PHONE",1.49049322818649,5.10273202129793,19,2.78
"354",2020-02-09,"RELIG",3.91516509397656,17.6222383628602,19,2.78
"355",2020-02-09,"SOCIAL",372.956248345798,238.937839576209,19,2.78
"356",2020-02-09,"SPORTS",3.04403192398792,11.8527811334748,19,2.78
"357",2020-02-09,"TRAVEL",82.6015806023657,81.9216646797062,19,2.78
"358",2020-02-09,"WORK",191.930749005833,233.010491457121,19,2.78
"359",2020-02-09,"LEISATTEND",0,0,19,2.78
"360",2020-02-09,"LEISSOCCOM",44.766175021345,66.4767787559226,19,2.78
"361",2020-02-10,"HHACT",68.6582624745143,95.1157079454421,16,2.78
"362",2020-02-10,"PHONE",6.20023945247391,17.6441492035491,16,2.78
"363",2020-02-10,"RELIG",14.4204946597371,23.133924132862,16,2.78
"364",2020-02-10,"SOCIAL",377.854980531931,208.661016851701,16,2.78
"365",2020-02-10,"SPORTS",0.83457743454871,4.93364000093283,16,2.78
"366",2020-02-10,"TRAVEL",51.1459838427334,35.5746133185431,16,2.78
"367",2020-02-10,"WORK",187.329477805642,263.722485670861,16,2.78
"368",2020-02-10,"LEISATTEND",0,0,16,2.78
"369",2020-02-10,"LEISSOCCOM",30.7082848624213,122.956439476451,16,2.78
"370",2020-02-11,"HHACT",62.7876235059476,83.950981507895,30,8.33
"371",2020-02-11,"PHONE",21.9448947203148,50.9660699353111,30,8.33
"372",2020-02-11,"RELIG",0.230529848970572,1.84521102615006,30,8.33
"373",2020-02-11,"SOCIAL",217.024596563604,185.953303206855,30,8.33
"374",2020-02-11,"SPORTS",2.8476433139361,12.7573322745167,30,8.33
"375",2020-02-11,"TRAVEL",80.1105723419841,77.4549812636581,30,8.33
"376",2020-02-11,"WORK",234.937215462293,270.519014302843,30,8.33
"377",2020-02-11,"LEISATTEND",0,0,30,8.33
"378",2020-02-11,"LEISSOCCOM",19.0207093034028,57.5327847306175,30,8.33
"379",2020-02-12,"HHACT",119.933842757984,141.87598958132,20,8.33
"380",2020-02-12,"PHONE",9.02002095076643,20.3271410093651,20,8.33
"381",2020-02-12,"RELIG",4.73520075706013,23.3624049828008,20,8.33
"382",2020-02-12,"SOCIAL",230.68957323523,230.188600189604,20,8.33
"383",2020-02-12,"SPORTS",8.47119627973048,33.2460302313956,20,8.33
"384",2020-02-12,"TRAVEL",81.1266315464374,59.5296384532121,20,8.33
"385",2020-02-12,"WORK",176.605382804301,252.888336314737,20,8.33
"386",2020-02-12,"LEISATTEND",0,0,20,8.33
