"","date","tsne1","tsne2","MONTH","YEAR","time_period","date_label","ACTIVITY","value"
"43","2019-02",4.90374749831663,37.6207518244802,2,"2019","Pre-COVID Peak","Feb 2019","Phone Calls",5.78475769703154
"44","2019-02",4.90374749831663,37.6207518244802,2,"2019","Pre-COVID Peak","Feb 2019","Care Services",5.67245088344162
"45","2019-02",4.90374749831663,37.6207518244802,2,"2019","Pre-COVID Peak","Feb 2019","Consumer Purchasing",19.3800570492836
"46","2019-02",4.90374749831663,37.6207518244802,2,"2019","Pre-COVID Peak","Feb 2019","Religious/Spiritual Activities",8.28634634461084
"47","2019-02",4.90374749831663,37.6207518244802,2,"2019","Pre-COVID Peak","Feb 2019","Socializing and Leisure",279.994287054562
"48","2019-02",4.90374749831663,37.6207518244802,2,"2019","Pre-COVID Peak","Feb 2019","Sports and Exercise",18.3804616674596
"49","2019-02",4.90374749831663,37.6207518244802,2,"2019","Pre-COVID Peak","Feb 2019","Traveling",64.1039140011433
"50","2019-02",4.90374749831663,37.6207518244802,2,"2019","Pre-COVID Peak","Feb 2019","Volunteering",6.31939545581139
"51","2019-02",4.90374749831663,37.6207518244802,2,"2019","Pre-COVID Peak","Feb 2019","Work",203.695630153472
"52","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Caring for Household",23.9716637063129
"53","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Caring for Non-Household",6.64601301420887
"54","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Education",30.7175862855613
"55","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Eating and Drinking",67.6596228419806
"56","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Civic Duties",0.0106676994440313
"57","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Household Activities",112.163791171443
"58","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Household Services",0.547754790521336
"59","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Personal Care",596.33381447101
"60","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Phone Calls",11.2749426841018
"61","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Care Services",4.04611342390619
"62","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Consumer Purchasing",14.4420564547762
"63","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Religious/Spiritual Activities",4.96216789219722
"64","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Socializing and Leisure",285.664131090486
"65","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Sports and Exercise",20.8178223072979
"66","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Traveling",43.8409778802574
"67","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Volunteering",3.45780632846881
"68","2021-02",44.2302847570503,20.9950422146116,2,"2021","Post-COVID Peak","Feb 2021","Work",204.235068428964
"69","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Caring for Household",24.696886881184
"70","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Caring for Non-Household",6.55725419021452
"71","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Education",33.0876772596189
"72","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Eating and Drinking",66.1432136311121
"73","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Civic Duties",0.445330021205228
"74","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Household Activities",96.7589537852128
"75","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Household Services",0.317505163300498
"76","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Personal Care",575.395440065876
"77","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Phone Calls",7.6038469333457
"78","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Care Services",7.02153306219819
"79","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Consumer Purchasing",20.6205565091043
"80","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Religious/Spiritual Activities",8.04814828733868
"81","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Socializing and Leisure",276.907170273402
"82","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Sports and Exercise",17.0983749942344
"83","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Traveling",72.2074107481454
"84","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Volunteering",8.68669368377854
"85","2019-03",3.50392487647081,50.3540839705006,3,"2019","Pre-COVID Peak","Mar 2019","Work",202.548855900182
"86","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Caring for Household",26.8648676617725
"87","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Caring for Non-Household",6.31487038701191
"88","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Education",30.951377097433
"89","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Eating and Drinking",63.281381245932
"90","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Civic Duties",0.36713848171891
"91","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Household Activities",106.18177819403
"92","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Household Services",1.10999936523723
"93","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Personal Care",576.714728243805
"94","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Phone Calls",6.70973356167989
"95","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Care Services",5.76256158692786
"96","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Consumer Purchasing",15.8779254274339
"97","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Religious/Spiritual Activities",7.51640040858286
"98","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Socializing and Leisure",286.649381797458
"99","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Sports and Exercise",21.0994535133726
"100","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Traveling",49.693590238708
"101","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Volunteering",4.61828421177132
"102","2021-03",37.444585514811,42.3786271345707,3,"2021","Post-COVID Peak","Mar 2021","Work",221.400009046283
"103","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Caring for Household",23.0224828744694
"104","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Caring for Non-Household",6.50084640701799
"105","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Education",27.1487502688813
"106","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Eating and Drinking",61.4147208595229
"107","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Civic Duties",0.669562458497048
"108","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Household Activities",109.625523369111
"109","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Household Services",1.3727597031572
"110","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Personal Care",566.996307495193
"111","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Phone Calls",6.86191871757333
"112","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Care Services",4.25958295463942
"113","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Consumer Purchasing",22.4659293861652
"114","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Religious/Spiritual Activities",8.17289657648653
"115","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Socializing and Leisure",266.008491206951
"116","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Sports and Exercise",18.8897720180715
"117","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Traveling",80.9248934928798
"118","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Volunteering",8.79303314906545
"119","2019-04",-45.6433150692266,20.7106973581098,4,"2019","Pre-COVID Peak","Apr 2019","Work",215.817699335584
"120","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Caring for Household",22.7602719440189
"121","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Caring for Non-Household",7.57807876105548
"122","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Education",31.4553837843014
"123","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Eating and Drinking",66.6614929697851
"124","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Civic Duties",0.122979078515584
"125","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Household Activities",115.869892612033
"126","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Household Services",1.05307729100818
"127","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Personal Care",575.311011824593
"128","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Phone Calls",12.9839950414016
"129","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Care Services",4.50348413195843
"130","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Consumer Purchasing",21.11614607571
"131","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Religious/Spiritual Activities",6.02152527653411
"132","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Socializing and Leisure",284.906146707368
"133","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Sports and Exercise",24.5262748496705
"134","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Traveling",51.85613243628
"135","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Volunteering",6.78702684898303
"136","2021-04",25.5863076798482,22.2905088890988,4,"2021","Post-COVID Peak","Apr 2021","Work",197.593763130201
"137","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Caring for Household",27.2346399977022
"138","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Caring for Non-Household",8.92681500110465
"139","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Education",27.7660139912233
"140","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Eating and Drinking",59.4883277644087
"141","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Civic Duties",0.00214459662281044
"142","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Household Activities",105.540457912494
"143","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Household Services",0.875082880504828
"144","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Personal Care",570.844240830922
"145","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Phone Calls",6.21012458062726
"146","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Care Services",5.14537900317715
"147","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Consumer Purchasing",20.4507728284605
"148","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Religious/Spiritual Activities",7.06066658248394
"149","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Socializing and Leisure",268.13104201645
"150","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Sports and Exercise",19.4816775248597
"151","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Traveling",78.3260820021561
"152","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Volunteering",4.63810935234237
"153","2019-05",-56.2370539151065,26.2628112092711,5,"2019","Pre-COVID Peak","May 2019","Work",217.992880464842
"154","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Caring for Household",26.6011380235075
"155","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Caring for Non-Household",13.8568894811337
"156","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Education",8.56760665448893
"157","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Eating and Drinking",67.9242487804696
"158","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Civic Duties",0.156193905862329
"159","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Household Activities",127.593971192887
"160","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Household Services",1.29519038674324
"161","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Personal Care",570.889694143892
"162","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Phone Calls",9.23042530730589
"163","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Care Services",4.58699674398022
"164","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Consumer Purchasing",21.5779147093921
"165","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Religious/Spiritual Activities",5.53756355051946
"166","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Socializing and Leisure",299.014051505029
"167","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Sports and Exercise",24.3896638155143
"168","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Traveling",55.753775502099
"169","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Volunteering",6.06641387487539
"170","2021-05",-0.738236438389394,-43.5502721458279,5,"2021","Post-COVID Peak","May 2021","Work",189.393065248131
"171","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Caring for Household",23.1048883595727
"172","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Caring for Non-Household",9.48445749906792
"173","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Education",10.7577515114416
"174","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Eating and Drinking",63.1760769211591
"175","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Civic Duties",0.129644025102453
"176","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Household Activities",108.48415323115
"177","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Household Services",1.37505380192654
"178","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Personal Care",583.313814353887
"179","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Phone Calls",6.42908613824102
"180","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Care Services",5.57063736040545
"181","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Consumer Purchasing",23.1106277438988
"182","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Religious/Spiritual Activities",9.9699246555926
"183","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Socializing and Leisure",292.08110939779
"184","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Sports and Exercise",24.5220862357941
"185","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Traveling",77.0816115521793
"186","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Volunteering",8.52922761619718
"187","2019-06",-36.0005988668389,-56.7029759778612,6,"2019","Pre-COVID Peak","Jun 2019","Work",179.674884620483
"188","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Caring for Household",25.432079942554
"189","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Caring for Non-Household",11.4115889511398
"190","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Education",10.3795355784159
"191","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Eating and Drinking",66.8690657309393
"192","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Civic Duties",0
"193","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Household Activities",125.912605286445
"194","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Household Services",1.69585768503723
"195","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Personal Care",574.230861781873
"196","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Phone Calls",10.1396605296885
"197","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Care Services",6.91185404019597
"198","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Consumer Purchasing",17.910130011301
"199","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Religious/Spiritual Activities",4.86262170346987
"200","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Socializing and Leisure",282.644918038249
"201","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Sports and Exercise",29.6218774961794
"202","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Traveling",62.1304986111406
"203","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Volunteering",6.17713263552183
"204","2021-06",-14.568372978373,-30.5535566678549,6,"2021","Post-COVID Peak","Jun 2021","Work",195.66681237639
"205","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Caring for Household",18.9834618414842
"206","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Caring for Non-Household",10.9670479562301
"207","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Education",6.240527028838
"208","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Eating and Drinking",64.2884228995948
"209","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Civic Duties",0.413848987394535
"210","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Household Activities",104.331407665672
"211","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Household Services",0.963421648664101
"212","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Personal Care",584.866073829242
"213","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Phone Calls",7.12369359328676
"214","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Care Services",5.50048374528831
"215","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Consumer Purchasing",20.3923949549428
"216","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Religious/Spiritual Activities",6.97445385971783
"217","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Socializing and Leisure",292.340196126338
"218","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Sports and Exercise",22.0982703191155
"219","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Traveling",79.9827324201766
"220","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Volunteering",10.3978009538893
"221","2019-07",-44.307184920902,-50.4240613746826,7,"2019","Pre-COVID Peak","Jul 2019","Work",196.055321509197
"222","2021-07",6.8245886988659,-60.7219227135859,7,"2021","Post-COVID Peak","Jul 2021","Caring for Household",23.1424902001661
