"","OCC_GROUP","MONTH","YEAR","ACTIVITY","mean","sd","n","MONTH_YEAR"
"118","Healthcare Worker","Apr",2019,"Volunteering",6.68933728091404,44.3191143442765,46,"Apr 2019"
"119","Healthcare Worker","Apr",2019,"Work",353.47159257507,256.943939572574,46,"Apr 2019"
"120","Healthcare Worker","Apr",2021,"Caring for Household",30.8748437549487,72.6097725679832,34,"Apr 2021"
"121","Healthcare Worker","Apr",2021,"Caring for Non-Household",10.5532015867034,36.9632743706983,34,"Apr 2021"
"122","Healthcare Worker","Apr",2021,"Education",10.5256333601466,47.8296579286038,34,"Apr 2021"
"123","Healthcare Worker","Apr",2021,"Eating and Drinking",65.8950438566197,36.6979037010075,34,"Apr 2021"
"124","Healthcare Worker","Apr",2021,"Civic Duties",0,0,34,"Apr 2021"
"125","Healthcare Worker","Apr",2021,"Household Activities",128.192819120561,109.789111288908,34,"Apr 2021"
"126","Healthcare Worker","Apr",2021,"Household Services",0,0,34,"Apr 2021"
"127","Healthcare Worker","Apr",2021,"Personal Care",566.345413779703,93.589301962951,34,"Apr 2021"
"128","Healthcare Worker","Apr",2021,"Phone Calls",8.84399147399845,23.28942802658,34,"Apr 2021"
"129","Healthcare Worker","Apr",2021,"Care Services",2.75942761393191,10.9105015777696,34,"Apr 2021"
"130","Healthcare Worker","Apr",2021,"Consumer Purchasing",23.1131284685771,40.9473132622418,34,"Apr 2021"
"131","Healthcare Worker","Apr",2021,"Religious/Spiritual Activities",1.06669572401971,7.62093549519246,34,"Apr 2021"
"132","Healthcare Worker","Apr",2021,"Socializing and Leisure",217.324848731638,140.916842417558,34,"Apr 2021"
"133","Healthcare Worker","Apr",2021,"Sports and Exercise",9.16738956341746,38.3188783590338,34,"Apr 2021"
"134","Healthcare Worker","Apr",2021,"Traveling",60.9637645370417,44.0954088972836,34,"Apr 2021"
"135","Healthcare Worker","Apr",2021,"Volunteering",0,0,34,"Apr 2021"
"136","Healthcare Worker","Apr",2021,"Work",291.639816063666,228.064341935223,34,"Apr 2021"
"137","Healthcare Worker","May",2019,"Caring for Household",60.4292773762487,91.7871644504739,45,"May 2019"
"138","Healthcare Worker","May",2019,"Caring for Non-Household",6.12710166408107,20.3388229294209,45,"May 2019"
"139","Healthcare Worker","May",2019,"Education",16.5516495301496,52.3439464219868,45,"May 2019"
"140","Healthcare Worker","May",2019,"Eating and Drinking",59.1702459031349,37.0266975329976,45,"May 2019"
"141","Healthcare Worker","May",2019,"Civic Duties",0,0,45,"May 2019"
"142","Healthcare Worker","May",2019,"Household Activities",116.106132498427,120.852310548623,45,"May 2019"
"143","Healthcare Worker","May",2019,"Household Services",0,0,45,"May 2019"
"144","Healthcare Worker","May",2019,"Personal Care",587.778217626266,138.797737038845,45,"May 2019"
"145","Healthcare Worker","May",2019,"Phone Calls",2.27864532824092,7.34460166380585,45,"May 2019"
"146","Healthcare Worker","May",2019,"Care Services",18.6252975816525,73.3680410307457,45,"May 2019"
"147","Healthcare Worker","May",2019,"Consumer Purchasing",30.1784587355006,55.8935667208261,45,"May 2019"
"148","Healthcare Worker","May",2019,"Religious/Spiritual Activities",12.7733118364958,40.3181120627161,45,"May 2019"
"149","Healthcare Worker","May",2019,"Socializing and Leisure",180.234194088124,169.869503352318,45,"May 2019"
"150","Healthcare Worker","May",2019,"Sports and Exercise",1.3863962860399,7.50812959899067,45,"May 2019"
"151","Healthcare Worker","May",2019,"Traveling",82.9212148805024,64.6893538952737,45,"May 2019"
"152","Healthcare Worker","May",2019,"Volunteering",9.21907903813152,34.9586727743942,45,"May 2019"
"153","Healthcare Worker","May",2019,"Work",250.315913358733,254.768136881757,45,"May 2019"
"154","Healthcare Worker","May",2021,"Caring for Household",60.6111903522689,125.567731309651,43,"May 2021"
"155","Healthcare Worker","May",2021,"Caring for Non-Household",7.58099130335502,58.5577396720997,43,"May 2021"
"156","Healthcare Worker","May",2021,"Education",14.0662482074492,65.2239754429495,43,"May 2021"
"157","Healthcare Worker","May",2021,"Eating and Drinking",72.202118788044,79.5034711221316,43,"May 2021"
"158","Healthcare Worker","May",2021,"Civic Duties",0,0,43,"May 2021"
"159","Healthcare Worker","May",2021,"Household Activities",127.36662283261,124.753730470321,43,"May 2021"
"160","Healthcare Worker","May",2021,"Household Services",1.42867774935184,9.14765243422024,43,"May 2021"
"161","Healthcare Worker","May",2021,"Personal Care",520.102784933968,127.844632556926,43,"May 2021"
"162","Healthcare Worker","May",2021,"Phone Calls",9.2189014291195,22.9667386319611,43,"May 2021"
"163","Healthcare Worker","May",2021,"Care Services",4.52013814358274,21.3857458142694,43,"May 2021"
"164","Healthcare Worker","May",2021,"Consumer Purchasing",14.6483549916558,26.1300748867463,43,"May 2021"
"165","Healthcare Worker","May",2021,"Religious/Spiritual Activities",2.1657650850833,10.6081850122575,43,"May 2021"
"166","Healthcare Worker","May",2021,"Socializing and Leisure",239.687153534215,207.719972408236,43,"May 2021"
"167","Healthcare Worker","May",2021,"Sports and Exercise",20.2503807511355,51.1204184311901,43,"May 2021"
"168","Healthcare Worker","May",2021,"Traveling",62.1822008869207,73.7303140372033,43,"May 2021"
"169","Healthcare Worker","May",2021,"Volunteering",8.12735303278311,30.1534160398292,43,"May 2021"
"170","Healthcare Worker","May",2021,"Work",255.745381204564,283.791323092098,43,"May 2021"
"171","Healthcare Worker","Jun",2019,"Caring for Household",32.8024305497353,84.5232766963662,41,"Jun 2019"
"172","Healthcare Worker","Jun",2019,"Caring for Non-Household",7.62280655400652,41.5876032221269,41,"Jun 2019"
"173","Healthcare Worker","Jun",2019,"Education",1.19206372269738,5.8601105687326,41,"Jun 2019"
"174","Healthcare Worker","Jun",2019,"Eating and Drinking",58.7094170789713,40.6916012087907,41,"Jun 2019"
"175","Healthcare Worker","Jun",2019,"Civic Duties",0,0,41,"Jun 2019"
"176","Healthcare Worker","Jun",2019,"Household Activities",85.4992731657232,93.3459225136906,41,"Jun 2019"
"177","Healthcare Worker","Jun",2019,"Household Services",0,0,41,"Jun 2019"
"178","Healthcare Worker","Jun",2019,"Personal Care",588.288373743731,129.879826256918,41,"Jun 2019"
"179","Healthcare Worker","Jun",2019,"Phone Calls",1.97333046573691,5.79742968912331,41,"Jun 2019"
"180","Healthcare Worker","Jun",2019,"Care Services",0.735581910014319,8.2382059402451,41,"Jun 2019"
"181","Healthcare Worker","Jun",2019,"Consumer Purchasing",28.5201817353379,45.1653429614136,41,"Jun 2019"
"182","Healthcare Worker","Jun",2019,"Religious/Spiritual Activities",8.34972616759674,46.6079498970748,41,"Jun 2019"
"183","Healthcare Worker","Jun",2019,"Socializing and Leisure",187.620609567506,155.018647688792,41,"Jun 2019"
"184","Healthcare Worker","Jun",2019,"Sports and Exercise",55.670373688905,138.981190798789,41,"Jun 2019"
"185","Healthcare Worker","Jun",2019,"Traveling",95.888883086223,88.3491833055635,41,"Jun 2019"
"186","Healthcare Worker","Jun",2019,"Volunteering",0.791337374188135,4.80769242608273,41,"Jun 2019"
"187","Healthcare Worker","Jun",2019,"Work",263.71397703782,284.522416407522,41,"Jun 2019"
"188","Healthcare Worker","Jun",2021,"Caring for Household",40.0274162225535,109.581157503964,38,"Jun 2021"
"189","Healthcare Worker","Jun",2021,"Caring for Non-Household",7.13923226921493,24.5239179197011,38,"Jun 2021"
"190","Healthcare Worker","Jun",2021,"Education",0.629485221414313,5.28493929865082,38,"Jun 2021"
"191","Healthcare Worker","Jun",2021,"Eating and Drinking",59.8172520222336,46.8309571637988,38,"Jun 2021"
"192","Healthcare Worker","Jun",2021,"Civic Duties",0,0,38,"Jun 2021"
"193","Healthcare Worker","Jun",2021,"Household Activities",133.912960134779,138.423307813801,38,"Jun 2021"
"194","Healthcare Worker","Jun",2021,"Household Services",2.73987259810816,10.7604537708378,38,"Jun 2021"
"195","Healthcare Worker","Jun",2021,"Personal Care",590.365478154535,130.016561118928,38,"Jun 2021"
"196","Healthcare Worker","Jun",2021,"Phone Calls",3.3406490968742,13.4311219828481,38,"Jun 2021"
"197","Healthcare Worker","Jun",2021,"Care Services",6.84600861456878,21.6983562000027,38,"Jun 2021"
"198","Healthcare Worker","Jun",2021,"Consumer Purchasing",16.5739547230216,26.5794512496096,38,"Jun 2021"
"199","Healthcare Worker","Jun",2021,"Religious/Spiritual Activities",5.24266539962204,25.0876182476799,38,"Jun 2021"
"200","Healthcare Worker","Jun",2021,"Socializing and Leisure",246.46310229253,164.85286594954,38,"Jun 2021"
"201","Healthcare Worker","Jun",2021,"Sports and Exercise",26.8857524017632,39.7455200126826,38,"Jun 2021"
"202","Healthcare Worker","Jun",2021,"Traveling",55.9200658277115,46.3754911141093,38,"Jun 2021"
"203","Healthcare Worker","Jun",2021,"Volunteering",0.659117526528979,7.67373061965374,38,"Jun 2021"
"204","Healthcare Worker","Jun",2021,"Work",237.627806071431,266.607979681075,38,"Jun 2021"
"205","Healthcare Worker","Jul",2019,"Caring for Household",19.4247003971144,55.5048014449067,34,"Jul 2019"
"206","Healthcare Worker","Jul",2019,"Caring for Non-Household",0.897914419351671,6.19458069326333,34,"Jul 2019"
"207","Healthcare Worker","Jul",2019,"Education",18.5889277893433,114.18616295545,34,"Jul 2019"
"208","Healthcare Worker","Jul",2019,"Eating and Drinking",83.3480024797641,85.8069562424602,34,"Jul 2019"
"209","Healthcare Worker","Jul",2019,"Civic Duties",0,0,34,"Jul 2019"
"210","Healthcare Worker","Jul",2019,"Household Activities",85.6554665166154,108.753854984654,34,"Jul 2019"
"211","Healthcare Worker","Jul",2019,"Household Services",0,0,34,"Jul 2019"
"212","Healthcare Worker","Jul",2019,"Personal Care",581.573355318262,107.227995386841,34,"Jul 2019"
"213","Healthcare Worker","Jul",2019,"Phone Calls",8.40794197458779,25.1336136122618,34,"Jul 2019"
"214","Healthcare Worker","Jul",2019,"Care Services",5.08790754965784,21.7229995404861,34,"Jul 2019"
"215","Healthcare Worker","Jul",2019,"Consumer Purchasing",20.9572631157852,36.5838498535044,34,"Jul 2019"
"216","Healthcare Worker","Jul",2019,"Religious/Spiritual Activities",7.0925294331379,31.6123157207958,34,"Jul 2019"
"217","Healthcare Worker","Jul",2019,"Socializing and Leisure",124.659926216829,145.870792708133,34,"Jul 2019"
"218","Healthcare Worker","Jul",2019,"Sports and Exercise",39.1576007123237,83.0081930816405,34,"Jul 2019"
"219","Healthcare Worker","Jul",2019,"Traveling",100.487123864679,90.236061324868,34,"Jul 2019"
"220","Healthcare Worker","Jul",2019,"Volunteering",2.92648450987736,15.188689586098,34,"Jul 2019"
"221","Healthcare Worker","Jul",2019,"Work",336.539023468018,260.953314535677,34,"Jul 2019"
"222","Healthcare Worker","Jul",2021,"Caring for Household",9.69821701453097,36.2757096086108,38,"Jul 2021"
"223","Healthcare Worker","Jul",2021,"Caring for Non-Household",4.41148425134401,18.9673298280907,38,"Jul 2021"
"224","Healthcare Worker","Jul",2021,"Education",0,0,38,"Jul 2021"
"225","Healthcare Worker","Jul",2021,"Eating and Drinking",68.6997647756913,37.5542765154805,38,"Jul 2021"
"226","Healthcare Worker","Jul",2021,"Civic Duties",2.26407735723334,15.9763215546899,38,"Jul 2021"
"227","Healthcare Worker","Jul",2021,"Household Activities",150.700848411987,149.039012953838,38,"Jul 2021"
"228","Healthcare Worker","Jul",2021,"Household Services",0.665967587415208,2.29326441399411,38,"Jul 2021"
"229","Healthcare Worker","Jul",2021,"Personal Care",591.646546142002,129.938964436556,38,"Jul 2021"
"230","Healthcare Worker","Jul",2021,"Phone Calls",6.63544744554603,21.3905578063307,38,"Jul 2021"
"231","Healthcare Worker","Jul",2021,"Care Services",2.04296660843077,6.74692143618418,38,"Jul 2021"
"232","Healthcare Worker","Jul",2021,"Consumer Purchasing",17.9231964633988,34.6588605911446,38,"Jul 2021"
"233","Healthcare Worker","Jul",2021,"Religious/Spiritual Activities",0.779089996072344,7.07346228120159,38,"Jul 2021"
"234","Healthcare Worker","Jul",2021,"Socializing and Leisure",257.407906366728,173.448594662467,38,"Jul 2021"
"235","Healthcare Worker","Jul",2021,"Sports and Exercise",42.2239543636577,72.9396254528056,38,"Jul 2021"
"236","Healthcare Worker","Jul",2021,"Traveling",74.2006260913534,95.6057224743675,38,"Jul 2021"
"237","Healthcare Worker","Jul",2021,"Volunteering",1.95900159486755,8.24925879306182,38,"Jul 2021"
"238","Healthcare Worker","Jul",2021,"Work",203.757846239304,226.872125020795,38,"Jul 2021"
"239","Healthcare Worker","Aug",2019,"Caring for Household",24.3187224304799,47.4419655525809,33,"Aug 2019"
"240","Healthcare Worker","Aug",2019,"Caring for Non-Household",2.62826197629426,11.3950003530729,33,"Aug 2019"
"241","Healthcare Worker","Aug",2019,"Education",33.570629325829,170.547879842265,33,"Aug 2019"
"242","Healthcare Worker","Aug",2019,"Eating and Drinking",75.5805181961262,73.9410822550949,33,"Aug 2019"
"243","Healthcare Worker","Aug",2019,"Civic Duties",0,0,33,"Aug 2019"
"244","Healthcare Worker","Aug",2019,"Household Activities",106.236100028819,104.667141193128,33,"Aug 2019"
"245","Healthcare Worker","Aug",2019,"Household Services",0,0,33,"Aug 2019"
"246","Healthcare Worker","Aug",2019,"Personal Care",578.917365937951,121.984234366959,33,"Aug 2019"
"247","Healthcare Worker","Aug",2019,"Phone Calls",25.0756575982849,48.8896982823885,33,"Aug 2019"
"248","Healthcare Worker","Aug",2019,"Care Services",5.52203956404199,19.6836374449604,33,"Aug 2019"
"249","Healthcare Worker","Aug",2019,"Consumer Purchasing",20.823774371201,47.9414468422302,33,"Aug 2019"
"250","Healthcare Worker","Aug",2019,"Religious/Spiritual Activities",0.385920594490436,1.3344168284397,33,"Aug 2019"
"251","Healthcare Worker","Aug",2019,"Socializing and Leisure",180.536253092673,159.574086328026,33,"Aug 2019"
"252","Healthcare Worker","Aug",2019,"Sports and Exercise",20.5477447564861,54.5276626054736,33,"Aug 2019"
"253","Healthcare Worker","Aug",2019,"Traveling",79.3363511247231,69.603516771014,33,"Aug 2019"
"254","Healthcare Worker","Aug",2019,"Volunteering",1.38575486587088,9.01248997913208,33,"Aug 2019"
"255","Healthcare Worker","Aug",2019,"Work",248.317103546017,236.26776637907,33,"Aug 2019"
"256","Healthcare Worker","Aug",2021,"Caring for Household",26.9468641665952,52.5017556512318,48,"Aug 2021"
"257","Healthcare Worker","Aug",2021,"Caring for Non-Household",46.1040568214695,104.266141423707,48,"Aug 2021"
"258","Healthcare Worker","Aug",2021,"Education",14.6109244601939,47.680046237936,48,"Aug 2021"
"259","Healthcare Worker","Aug",2021,"Eating and Drinking",51.2141585772376,45.1776599164624,48,"Aug 2021"
"260","Healthcare Worker","Aug",2021,"Civic Duties",0,0,48,"Aug 2021"
"261","Healthcare Worker","Aug",2021,"Household Activities",93.2722614499348,108.794040635988,48,"Aug 2021"
"262","Healthcare Worker","Aug",2021,"Household Services",0,0,48,"Aug 2021"
"263","Healthcare Worker","Aug",2021,"Personal Care",558.514213807577,167.989672117922,48,"Aug 2021"
"264","Healthcare Worker","Aug",2021,"Phone Calls",4.61832604248382,21.1954379232804,48,"Aug 2021"
"265","Healthcare Worker","Aug",2021,"Care Services",0,0,48,"Aug 2021"
"266","Healthcare Worker","Aug",2021,"Consumer Purchasing",26.5934239366032,49.6856565307672,48,"Aug 2021"
"267","Healthcare Worker","Aug",2021,"Religious/Spiritual Activities",6.37074790598818,27.6272613172495,48,"Aug 2021"
"268","Healthcare Worker","Aug",2021,"Socializing and Leisure",161.2531360471,134.807916205083,48,"Aug 2021"
