"","MONTH","ACTIVITY","mean_2019","mean_2021","sd_2019","sd_2021","n_2019","n_2021","DIFF","t_test","significant"
"37","2","Education",34.3982188913162,30.7175862855613,116.503496870698,109.08633048951,737,805,3.68063260575495,0.523055236679617,"NO"
"38","2","Eating and Drinking",65.3492826318631,67.6596228419806,52.9561418376495,45.7712721137543,737,805,-2.31034021011753,0.361550244633509,"NO"
"39","2","Civic Duties",0.535514536167422,0.0106676994440313,5.06128852330345,0.565612220124592,737,805,0.52484683672339,0.00525377385910625,"YES"
"40","2","Household Activities",100.148281116195,112.163791171443,123.00219439408,135.24374080435,737,805,-12.0155100552488,0.0678869231526695,"NO"
"41","2","Household Services",1.3646476634576,0.547754790521336,14.455351992496,8.09911634080939,737,805,0.81689287293626,0.176608608079056,"NO"
"42","2","Personal Care",574.085738379235,596.33381447101,136.621671029067,140.128845551583,737,805,-22.248076091775,0.00163483894013472,"YES"
"43","2","Phone Calls",5.78475769703154,11.2749426841018,23.6791056882998,36.4255175953635,737,805,-5.49018498707022,0.000417557928189949,"YES"
"44","2","Care Services",5.67245088344162,4.04611342390619,28.2925157638195,26.0364616287786,737,805,1.62633745953543,0.241703821052776,"NO"
"45","2","Consumer Purchasing",19.3800570492836,14.4420564547762,43.2083853523669,38.3171703546823,737,805,4.93800059450737,0.0181258958152217,"YES"
"46","2","Religious/Spiritual Activities",8.28634634461084,4.96216789219722,32.3823983965447,27.2845870421118,737,805,3.32417845241363,0.0302026163277059,"YES"
"47","2","Socializing and Leisure",279.994287054562,285.664131090486,210.475900250113,208.070220005044,737,805,-5.6698440359234,0.595296552124147,"NO"
"48","2","Sports and Exercise",18.3804616674596,20.8178223072979,57.6572406360876,60.497539829487,737,805,-2.43736063983827,0.418131815956748,"NO"
"49","2","Traveling",64.1039140011433,43.8409778802574,70.2972549912372,58.7478347926349,737,805,20.2629361208859,1.26771315294282e-09,"YES"
"50","2","Volunteering",6.31939545581139,3.45780632846881,36.4420920698885,23.6477311542503,737,805,2.86158912734258,0.0703734679747745,"NO"
"51","2","Work",203.695630153472,204.235068428964,259.313268238949,248.789207327079,737,805,-0.539438275492785,0.966820970228183,"NO"
"52","3","Caring for Household",24.696886881184,26.8648676617725,77.8471719928877,81.4318186140226,919,836,-2.16798078058852,0.569549982936487,"NO"
"53","3","Caring for Non-Household",6.55725419021452,6.31487038701191,37.5043649981986,38.1629589214412,919,836,0.242383803202605,0.893430926701465,"NO"
"54","3","Education",33.0876772596189,30.951377097433,119.029209800009,116.782188349884,919,836,2.13630016218584,0.70454823176689,"NO"
"55","3","Eating and Drinking",66.1432136311121,63.281381245932,53.0559604333914,46.4409057044218,919,836,2.86183238518003,0.228466676980403,"NO"
"56","3","Civic Duties",0.445330021205228,0.36713848171891,10.0486625110819,6.32725666849021,919,836,0.0781915394863175,0.843962902876208,"NO"
"57","3","Household Activities",96.7589537852128,106.18177819403,122.652316711576,131.613801828324,919,836,-9.42282440881681,0.121994322819805,"NO"
"58","3","Household Services",0.317505163300498,1.10999936523723,6.37278176472185,11.948049350405,919,836,-0.792494201936736,0.0876394072945788,"NO"
"59","3","Personal Care",575.395440065876,576.714728243805,141.584593337297,125.84831348079,919,836,-1.3192881779288,0.836307609183818,"NO"
"60","3","Phone Calls",7.6038469333457,6.70973356167989,26.3214539435801,25.4185656162352,919,836,0.894113371665809,0.469395684167424,"NO"
"61","3","Care Services",7.02153306219819,5.76256158692786,31.9482117462058,32.3979494447769,919,836,1.25897147527033,0.413213571604916,"NO"
"62","3","Consumer Purchasing",20.6205565091043,15.8779254274339,42.0193554653321,34.9585916942019,919,836,4.74263108167046,0.0100053979959638,"YES"
"63","3","Religious/Spiritual Activities",8.04814828733868,7.51640040858286,37.0459580465167,35.9636634463955,919,836,0.531747878755813,0.76043723576771,"NO"
"64","3","Socializing and Leisure",276.907170273402,286.649381797458,222.270624919703,210.853862766438,919,836,-9.74221152405585,0.346281456013688,"NO"
"65","3","Sports and Exercise",17.0983749942344,21.0994535133726,49.7153482704067,53.7200352036063,919,836,-4.00107851913817,0.106600748399825,"NO"
"66","3","Traveling",72.2074107481454,49.693590238708,81.2786318417482,68.3805279892269,919,836,22.5138205094374,3.82450751432349e-10,"YES"
"67","3","Volunteering",8.68669368377854,4.61828421177132,41.1905618087593,35.1892430128623,919,836,4.06840947200722,0.0258512508210507,"YES"
"68","3","Work",202.548855900182,221.400009046283,260.783953396682,267.43128374427,919,836,-18.8511531461007,0.135775562374282,"NO"
"69","4","Caring for Household",23.0224828744694,22.7602719440189,68.2991713039457,74.8014912228414,746,633,0.262210930450479,0.9461979457026,"NO"
"70","4","Caring for Non-Household",6.50084640701799,7.57807876105548,38.2080582577966,47.832373780161,746,633,-1.07723235403749,0.648197042346236,"NO"
"71","4","Education",27.1487502688813,31.4553837843014,100.980512409891,104.795528749717,746,633,-4.30663351542009,0.439502920890476,"NO"
"72","4","Eating and Drinking",61.4147208595229,66.6614929697851,45.0210296518466,44.7492111955719,746,633,-5.24677211026226,0.030667934144259,"YES"
"73","4","Civic Duties",0.669562458497048,0.122979078515584,7.31740011196927,3.19696278819585,746,633,0.546583379981463,0.0655576231981882,"NO"
"74","4","Household Activities",109.625523369111,115.869892612033,137.623319257516,135.9287999498,746,633,-6.24436924292222,0.398127308945882,"NO"
"75","4","Household Services",1.3727597031572,1.05307729100818,12.857767996256,14.5490413675478,746,633,0.319682412149016,0.668197047822399,"NO"
"76","4","Personal Care",566.996307495193,575.311011824593,138.135729718273,121.542795895161,746,633,-8.31470432939989,0.234709689773484,"NO"
"77","4","Phone Calls",6.86191871757333,12.9839950414016,27.7806686145946,50.2429687007364,746,633,-6.12207632382831,0.00641697851660676,"YES"
"78","4","Care Services",4.25958295463942,4.50348413195843,19.5991208405445,22.5907404881653,746,633,-0.243901177319017,0.831987579506839,"NO"
"79","4","Consumer Purchasing",22.4659293861652,21.11614607571,43.879469494898,45.0170377854222,746,633,1.34978331045524,0.574676183502958,"NO"
"80","4","Religious/Spiritual Activities",8.17289657648653,6.02152527653411,38.1872881830405,29.8472592276538,746,633,2.15137129995242,0.240881782519117,"NO"
"81","4","Socializing and Leisure",266.008491206951,284.906146707368,201.020468784577,218.556979172141,746,633,-18.8976555004173,0.097195985835744,"NO"
"82","4","Sports and Exercise",18.8897720180715,24.5262748496705,61.911345211677,74.7385207414258,746,633,-5.63650283159903,0.131698797463324,"NO"
"83","4","Traveling",80.9248934928798,51.85613243628,93.4053266019151,69.6220400612244,746,633,29.0687610565997,5.59161701325356e-11,"YES"
"84","4","Volunteering",8.79303314906545,6.78702684898303,51.3094065298966,49.5000887911187,746,633,2.00600630008242,0.460989953213486,"NO"
"85","4","Work",215.817699335584,197.593763130201,258.11196704805,255.883637860915,746,633,18.2239362053828,0.189521678025805,"NO"
"86","5","Caring for Household",27.2346399977022,26.6011380235075,69.760279225659,75.1749344228214,723,742,0.633501974194719,0.867197243841405,"NO"
"87","5","Caring for Non-Household",8.92681500110465,13.8568894811337,43.128199054386,66.9218693149619,723,742,-4.93007448002904,0.0931413799882039,"NO"
"88","5","Education",27.7660139912233,8.56760665448893,127.470586583625,47.8714938735501,723,742,19.1984073367343,0.000155969352076883,"YES"
"89","5","Eating and Drinking",59.4883277644087,67.9242487804696,46.3042135535472,56.4174621718688,723,742,-8.43592101606087,0.00177219172094041,"YES"
"90","5","Civic Duties",0.00214459662281044,0.156193905862329,0.103529627743835,3.50103713771415,723,742,-0.154049309239518,0.231285007353058,"NO"
"91","5","Household Activities",105.540457912494,127.593971192887,126.53707456063,139.472161908519,723,742,-22.0535132803927,0.00154975364101295,"YES"
"92","5","Household Services",0.875082880504828,1.29519038674324,8.77782257905274,13.3247865360484,723,742,-0.420107506238408,0.475138454115435,"NO"
"93","5","Personal Care",570.844240830922,570.889694143892,143.038874817942,133.385357352701,723,742,-0.045453312969812,0.994984976452271,"NO"
"94","5","Phone Calls",6.21012458062726,9.23042530730589,22.3218388454454,35.6909166354119,723,742,-3.02030072667864,0.0517356773807024,"NO"
"95","5","Care Services",5.14537900317715,4.58699674398022,33.1863669525689,23.2634135181585,723,742,0.558382259196924,0.709927048099937,"NO"
"96","5","Consumer Purchasing",20.4507728284605,21.5779147093921,45.4703612883385,43.9878992365839,723,742,-1.1271418809316,0.629846396312718,"NO"
"97","5","Religious/Spiritual Activities",7.06066658248394,5.53756355051946,31.5466760372754,23.0984125211318,723,742,1.52310303196448,0.292917708165163,"NO"
"98","5","Socializing and Leisure",268.13104201645,299.014051505029,207.398798542199,217.538779105273,723,742,-30.8830094885788,0.00547938924256102,"YES"
"99","5","Sports and Exercise",19.4816775248597,24.3896638155143,52.7309588035081,63.4826711144914,723,742,-4.90798629065455,0.107320305167609,"NO"
"100","5","Traveling",78.3260820021561,55.753775502099,97.5914765605746,60.3211828958051,723,742,22.5723065000571,1.31256188855844e-07,"YES"
"101","5","Volunteering",4.63810935234237,6.06641387487539,31.7924273897476,34.3966341313474,723,742,-1.42830452253302,0.409130771700776,"NO"
"102","5","Work",217.992880464842,189.393065248131,254.59310885135,250.817185448115,723,742,28.5998152167116,0.0305150295100407,"YES"
"103","6","Caring for Household",23.1048883595727,25.432079942554,66.8528084267688,78.2453092233811,837,710,-2.32719158298122,0.533517718185694,"NO"
"104","6","Caring for Non-Household",9.48445749906792,11.4115889511398,47.2760158018155,59.633019871522,837,710,-1.92713145207193,0.486896740128912,"NO"
"105","6","Education",10.7577515114416,10.3795355784159,68.8131875944506,60.9012384170249,837,710,0.378215933025722,0.908732169827641,"NO"
"106","6","Eating and Drinking",63.1760769211591,66.8690657309393,47.3751406477903,53.0950609775974,837,710,-3.6929888097802,0.152401322051094,"NO"
"107","6","Civic Duties",0.129644025102453,0,2.88981355026598,0,837,710,0.129644025102453,0.194675385903514,"NO"
"108","6","Household Activities",108.48415323115,125.912605286445,138.117995657477,147.40748347986,837,710,-17.4284520552949,0.017201081742892,"YES"
"109","6","Household Services",1.37505380192654,1.69585768503723,13.471349990891,18.9308545743791,837,710,-0.320803883110686,0.705748599054721,"NO"
"110","6","Personal Care",583.313814353887,574.230861781873,141.849058793832,143.959613205475,837,710,9.08295257201416,0.213343401299654,"NO"
"111","6","Phone Calls",6.42908613824102,10.1396605296885,23.5191657312594,38.1258569368048,837,710,-3.71057439144749,0.0243366370284296,"YES"
"112","6","Care Services",5.57063736040545,6.91185404019597,27.0382491484035,30.2651333458499,837,710,-1.34121667979052,0.362009224459086,"NO"
"113","6","Consumer Purchasing",23.1106277438988,17.910130011301,50.1109829095478,38.8091026321745,837,710,5.20049773259773,0.0216965805192358,"YES"
"114","6","Religious/Spiritual Activities",9.9699246555926,4.86262170346987,41.1883278359438,23.6870131856534,837,710,5.10730295212273,0.00238755342212159,"YES"
"115","6","Socializing and Leisure",292.08110939779,282.644918038249,207.360202211933,213.708090991966,837,710,9.43619135954066,0.380479804880062,"NO"
"116","6","Sports and Exercise",24.5220862357941,29.6218774961794,72.4617191311259,73.7078222149794,837,710,-5.09979126038527,0.171944927471014,"NO"
"117","6","Traveling",77.0816115521793,62.1304986111406,92.8802341333828,77.7084145937433,837,710,14.9511129410387,0.000581763799379061,"YES"
"118","6","Volunteering",8.52922761619718,6.17713263552183,48.9949666735006,46.268764439227,837,710,2.35209498067535,0.332337653891228,"NO"
"119","6","Work",179.674884620483,195.66681237639,250.571799570184,255.776336912012,837,710,-15.9919277559073,0.216313669833052,"NO"
"120","7","Caring for Household",18.9834618414842,23.1424902001661,61.112564582304,72.8137004909111,777,704,-4.15902835868182,0.236591156567111,"NO"
"121","7","Caring for Non-Household",10.9670479562301,4.21577086462439,52.3042094812122,29.4775865658525,777,704,6.75127709160567,0.002005143149864,"YES"
"122","7","Education",6.240527028838,7.23412588966751,47.7163484329925,46.7269113883012,777,704,-0.993598860829509,0.685855019287988,"NO"
"123","7","Eating and Drinking",64.2884228995948,69.9983435792325,50.3014777864604,47.2404634408934,777,704,-5.70992067963763,0.0244430204559036,"YES"
"124","7","Civic Duties",0.413848987394535,0.113108690665722,6.04651039417975,3.6048170345001,777,704,0.300740296728813,0.240217775994202,"NO"
"125","7","Household Activities",104.331407665672,119.905974217978,127.02623132243,143.091560733925,777,704,-15.5745665523059,0.0275534422664093,"YES"
"126","7","Household Services",0.963421648664101,1.03336726551606,10.5346959010918,11.0023916941252,777,704,-0.069945616851961,0.900803376654461,"NO"
"127","7","Personal Care",584.866073829242,583.819377494756,137.015076928689,137.420400110827,777,704,1.04669633448611,0.88347761036531,"NO"
"128","7","Phone Calls",7.12369359328676,7.434809607172,31.7225913131045,25.8722932420611,777,704,-0.311116013885237,0.83557229668157,"NO"
"129","7","Care Services",5.50048374528831,4.35031424286181,29.5463179046411,28.4253019019635,777,704,1.1501695024265,0.445476377897913,"NO"
"130","7","Consumer Purchasing",20.3923949549428,16.7263570688984,44.8972841443548,36.1194395995593,777,704,3.66603788604436,0.0823567846121666,"NO"
"131","7","Religious/Spiritual Activities",6.97445385971783,6.90530301062057,32.6748735379457,29.5870455744143,777,704,0.0691508490972579,0.965913150030428,"NO"
"132","7","Socializing and Leisure",292.340196126338,312.05118854764,212.618573891413,217.10310657276,777,704,-19.7109924213017,0.0782666581508195,"NO"
"133","7","Sports and Exercise",22.0982703191155,21.8836751422905,53.6359266047827,53.5140742178917,777,704,0.214595176824979,0.938646687592338,"NO"
"134","7","Traveling",79.9827324201766,61.9166367801104,101.822161728042,83.9631949368823,777,704,18.0660956400662,0.000192527124570987,"YES"
"135","7","Volunteering",10.3978009538893,3.45989277774722,47.7557765922927,23.0587327233843,777,704,6.93790817614203,0.000317603384693693,"YES"
"136","7","Work",196.055321509197,187.937604634196,252.859734019616,244.908033422302,777,704,8.11771687500118,0.530590249613647,"NO"
"137","8","Caring for Household",28.2663810733291,23.1436924712802,80.7860182936139,62.0266107343003,734,826,5.12268860204894,0.164244965955304,"NO"
"138","8","Caring for Non-Household",8.01148966533168,12.2616091510773,48.0690374510718,53.6602017248405,734,826,-4.25011948574563,0.0991210571050883,"NO"
"139","8","Education",16.9410770962058,9.17805855422782,81.1731638170192,49.8548556343235,734,826,7.76301854197803,0.0251261787880349,"YES"
"140","8","Eating and Drinking",67.2133602686484,67.2640717489572,54.6702221797251,50.4791743060121,734,826,-0.0507114803088058,0.984878831970944,"NO"
"141","8","Civic Duties",0.197623628887899,0.00943219348644888,2.79557876869459,0.531861672197035,734,826,0.18819143540145,0.073016036718316,"NO"
"142","8","Household Activities",119.54321166134,120.219091917562,144.797184396785,135.991059580005,734,826,-0.675880256221703,0.924577442131763,"NO"
"143","8","Household Services",0.573723423451643,1.03721836002738,5.39779328543979,9.83766386466164,734,826,-0.463494936575733,0.242104728217272,"NO"
"144","8","Personal Care",576.837442467716,577.56086933052,140.506621084877,140.014698558525,734,826,-0.72342686280399,0.919032614756876,"NO"
"145","8","Phone Calls",6.68296660908124,10.0380161471166,27.086889648978,33.4055344151086,734,826,-3.35504953803539,0.0287958753926513,"YES"
"146","8","Care Services",5.13856093603014,4.3266499494536,32.435109244783,22.1689945742866,734,826,0.811910986576531,0.568716814729782,"NO"
"147","8","Consumer Purchasing",21.3310541173906,18.507808731836,43.6702365787342,41.0309166906352,734,826,2.82324538555459,0.190000366484069,"NO"
"148","8","Religious/Spiritual Activities",6.09723362050115,8.9203371524044,25.5406154317263,38.8313432658793,734,826,-2.82310353190325,0.0868221439558551,"NO"
"149","8","Socializing and Leisure",268.134274916187,281.753124305011,215.474020511271,212.507120769787,734,826,-13.618849388824,0.20999553421974,"NO"
"150","8","Sports and Exercise",29.2778287464617,19.5952437941051,83.0055636451119,46.6524057480139,734,826,9.68258495235654,0.00531745731867412,"YES"
"151","8","Traveling",70.7112463996204,60.9629612527143,71.13625059692,79.6601878657681,734,826,9.74828514690609,0.010765987853603,"YES"
"152","8","Volunteering",8.04320927624156,5.88589892864625,43.3914531944879,36.5207587617749,734,826,2.15731034759531,0.291515214093486,"NO"
"153","8","Work",194.940498109322,209.029206875977,257.359676125097,260.355044208853,734,826,-14.0887087666549,0.283297694714644,"NO"
"154","9","Caring for Household",24.8222354056191,22.6705481240778,64.8405660889644,70.2260944662306,737,640,2.15168728154138,0.556923314706782,"NO"
"155","9","Caring for Non-Household",8.62181029297451,8.36275448020059,45.6851004714444,39.0323883185145,737,640,0.259055812773921,0.909676188556935,"NO"
"156","9","Education",23.7243003220681,33.896931765203,94.7833723194406,118.097639000322,737,640,-10.172631443135,0.0812272201862785,"NO"
"157","9","Eating and Drinking",63.0393741692852,63.9506801397306,48.9547306176693,52.9769798728005,737,640,-0.911305970445412,0.741631765551195,"NO"
"158","9","Civic Duties",0.051340365686734,0.145319800989165,1.0548851144116,2.4350625014844,737,640,-0.0939794353024307,0.36552455801346,"NO"
"159","9","Household Activities",114.13617843928,111.124701640646,139.986055059877,136.940668735596,737,640,3.01147679863415,0.687143627099311,"NO"
"160","9","Household Services",0.571609305355931,0.892533689981357,6.26259301425047,8.62236221798132,737,640,-0.320924384625426,0.435681547622268,"NO"
"161","9","Personal Care",566.347151777708,574.067594129849,127.176949690841,135.889224674506,737,640,-7.72044235214116,0.278909389224621,"NO"
"162","9","Phone Calls",6.72445887493081,9.70687743887583,21.1945551447718,34.4616193151134,737,640,-2.98241856394502,0.0577727319782194,"NO"
"163","9","Care Services",5.21938094290712,4.85411686619324,24.4100600344097,19.8198000643133,737,640,0.365264076713885,0.759439486618026,"NO"
"164","9","Consumer Purchasing",19.0042780990215,21.5406918810422,44.0146576986767,46.1908137555059,737,640,-2.53641378202069,0.299109916674009,"NO"
"165","9","Religious/Spiritual Activities",8.20321308080194,7.95710827462351,30.6710695144814,33.3980072542305,737,640,0.246104806178429,0.887390408334706,"NO"
"166","9","Socializing and Leisure",279.899764986877,269.361167448689,207.643742304867,194.922306866601,737,640,10.5385975381877,0.331870990376256,"NO"
"167","9","Sports and Exercise",21.1809410575733,23.2364769405734,57.3594412245634,51.2994006529129,737,640,-2.05553588300015,0.482855637292512,"NO"
"168","9","Traveling",69.9092624999749,72.1502813237799,76.6722286133147,123.381683232085,737,640,-2.24101882380501,0.690978291310107,"NO"
"169","9","Volunteering",6.74410190756983,5.2215837531834,41.0807934953376,37.8099871479236,737,640,1.52251815438643,0.474208043192584,"NO"
"170","9","Work",211.383278204113,199.649823196121,262.071921307453,263.176256797528,737,640,11.7334550079912,0.408515935320594,"NO"
"171","10","Caring for Household",29.859528169697,27.7691849286328,74.8758381895282,76.1030607954618,677,807,2.09034324106428,0.59503761334724,"NO"
"172","10","Caring for Non-Household",4.6427165393775,8.73879270136899,26.0155643233495,44.3317443039112,677,807,-4.0960761619915,0.02727076562578,"YES"
"173","10","Education",34.9294336683901,36.3348001229454,111.244548867916,117.759822872539,677,807,-1.40536645455524,0.813471444870088,"NO"
"174","10","Eating and Drinking",63.8981486559817,64.0013140762822,45.2275906440146,43.3608952591231,677,807,-0.103165420300485,0.964434896384093,"NO"
"175","10","Civic Duties",0.190351096909102,0.138013829941026,3.02880021293235,3.19845720565419,677,807,0.0523372669680759,0.746610273757231,"NO"
"176","10","Household Activities",102.854861218847,116.874586172245,121.129488530562,143.417187665083,677,807,-14.0197249533976,0.041376874236819,"YES"
"177","10","Household Services",0.739488601998857,0.599190238116772,6.88553519709323,5.36659060841646,677,807,0.140298363882085,0.666181070294115,"NO"
"178","10","Personal Care",571.531432501687,572.250307410934,150.148630488992,140.505531438372,677,807,-0.718874909246779,0.924657549938914,"NO"
"179","10","Phone Calls",7.77852480216689,7.52363391345694,35.1046599461484,30.2639824280456,677,807,0.254890888709943,0.88215080736148,"NO"
"180","10","Care Services",5.12550362563297,4.94919937707462,19.9788819015296,21.9661847345035,677,807,0.176304248558351,0.871495354776821,"NO"
"181","10","Consumer Purchasing",17.1794868723621,19.4093677334027,41.7149156016724,42.3599514574273,677,807,-2.22988086104066,0.308635575781547,"NO"
"182","10","Religious/Spiritual Activities",5.83843387595601,9.52438027157285,27.3558942563962,39.2581099457095,677,807,-3.68594639561684,0.0339479751880315,"YES"
"183","10","Socializing and Leisure",264.776715101422,275.894358048677,219.529734698824,218.199791485664,677,807,-11.1176429472545,0.330026496473028,"NO"
"184","10","Sports and Exercise",23.4994159834664,13.8388955131086,77.6477087494515,43.7138201981088,677,807,9.66052047035786,0.00409572043935118,"YES"
"185","10","Traveling",72.896458484212,66.6646305070212,76.7276127819114,84.5564718258766,677,807,6.23182797719078,0.13714176163546,"NO"
"186","10","Volunteering",6.69126420159082,5.41412003615581,41.1760726754185,35.3588627610131,677,807,1.27714416543501,0.525971759175931,"NO"
"187","10","Work",212.538240307992,201.226118778532,257.02567706218,261.204028049137,677,807,11.3121215294597,0.402045008013522,"NO"
"188","11","Caring for Household",26.3830266900735,22.0860275720296,75.1241702013688,70.2440800147952,765,683,4.29699911804391,0.260982822390154,"NO"
"189","11","Caring for Non-Household",9.64854207571643,7.92744692132905,44.0443599341924,44.9916212314176,765,683,1.72109515438737,0.463127547526074,"NO"
"190","11","Education",31.5556474427426,30.4651056150379,109.848560576318,109.901815036789,765,683,1.09054182770474,0.850483561005553,"NO"
"191","11","Eating and Drinking",64.0614078042375,68.4559647835693,48.6764109458457,48.0776081971385,765,683,-4.39455697933178,0.0845374552653945,"NO"
"192","11","Civic Duties",0.373077188939231,0,4.72723192315369,0,765,683,0.373077188939231,0.0293511095001976,"YES"
"193","11","Household Activities",109.833037335376,122.1480173464,131.179030481417,141.90592983601,765,683,-12.3149800110247,0.0878313900928716,"NO"
"194","11","Household Services",0.916423913229401,2.12317828148689,10.4016562168104,16.7672923931837,765,683,-1.20675436825749,0.104940578757047,"NO"
"195","11","Personal Care",574.754518157773,582.967013893089,132.369921580792,134.135313581673,765,683,-8.21249573531634,0.242090704676509,"NO"
"196","11","Phone Calls",5.48488830659159,7.57142935528979,27.3074882281354,25.6197857947485,765,683,-2.0865410486982,0.133916353225191,"NO"
"197","11","Care Services",5.00246445689591,6.49985663157413,20.5840119155569,25.954546504056,765,683,-1.49739217467822,0.227816322100775,"NO"
"198","11","Consumer Purchasing",22.750117971191,25.163230177552,41.8621444474518,50.9237795804172,765,683,-2.41311220636099,0.328235508916922,"NO"
"199","11","Religious/Spiritual Activities",8.99930160697609,5.88277943546878,37.8668118732381,32.550975031847,765,683,3.1165221715073,0.092433355933638,"NO"
"200","11","Socializing and Leisure",283.028684205357,272.983481771852,212.340145680984,200.512199304087,765,683,10.0452024335047,0.354859349239021,"NO"
