"","YEAR","DATE","ACTIVITY","mean","sd","n"
"76",2019,20190110,"SOCIAL",256.936305305224,210.488607144133,22
"77",2019,20190110,"SPORTS",14.1174587248424,29.7884872603395,22
"78",2019,20190110,"TRAVEL",74.245788199572,64.6042130969918,22
"79",2019,20190110,"WORK",317.77545645043,262.242667541996,22
"80",2019,20190110,"LEISATTEND",0,0,22
"81",2019,20190110,"LEISSOCCOM",33.4135866948465,55.9924427645231,22
"82",2019,20190111,"HHACT",85.5450318688198,80.9117949622185,13
"83",2019,20190111,"PHONE",6.93236600127266,12.3326615635067,13
"84",2019,20190111,"RELIG",6.46655175290055,18.6058274828361,13
"85",2019,20190111,"SOCIAL",218.194949786466,169.370840928651,13
"86",2019,20190111,"SPORTS",17.8887800437429,37.3789965714008,13
"87",2019,20190111,"TRAVEL",69.4518804213839,44.8698629524823,13
"88",2019,20190111,"WORK",376.852802270891,247.065516304208,13
"89",2019,20190111,"LEISATTEND",0,0,13
"90",2019,20190111,"LEISSOCCOM",22.1932387732541,52.0830868760468,13
"91",2019,20190112,"HHACT",122.754538878473,154.716416286435,41
"92",2019,20190112,"PHONE",5.90550842855226,15.0208846028785,41
"93",2019,20190112,"RELIG",19.475025753448,81.703318298613,41
"94",2019,20190112,"SOCIAL",456.629921473293,254.82563200361,41
"95",2019,20190112,"SPORTS",11.7060228865763,42.4102190987596,41
"96",2019,20190112,"TRAVEL",50.5871959369069,54.749496333953,41
"97",2019,20190112,"WORK",43.3240033414575,133.52523576202,41
"98",2019,20190112,"LEISATTEND",14.766758601869,49.3240142919702,41
"99",2019,20190112,"LEISSOCCOM",73.4478211128328,120.560767220789,41
"100",2019,20190113,"HHACT",137.619091507125,151.45806685687,56
"101",2019,20190113,"PHONE",4.64747430274331,12.7709884432917,56
"102",2019,20190113,"RELIG",33.379975204975,73.3178171558773,56
"103",2019,20190113,"SOCIAL",361.560430537518,262.146685651728,56
"104",2019,20190113,"SPORTS",10.1312644430011,28.4386518506672,56
"105",2019,20190113,"TRAVEL",56.9919216388776,75.5034184536818,56
"106",2019,20190113,"WORK",42.4333121413633,135.965296281321,56
"107",2019,20190113,"LEISATTEND",0,0,56
"108",2019,20190113,"LEISSOCCOM",46.6817112363038,90.9222409965464,56
"109",2019,20190114,"HHACT",83.5269162913701,100.073171571168,31
"110",2019,20190114,"PHONE",13.9833256680593,28.0947080213925,31
"111",2019,20190114,"RELIG",2.72362246860379,10.3526551743318,31
"112",2019,20190114,"SOCIAL",228.246136747986,245.507307643161,31
"113",2019,20190114,"SPORTS",25.4686187299984,38.7980407830896,31
"114",2019,20190114,"TRAVEL",79.2428984504589,71.3402178542881,31
"115",2019,20190114,"WORK",216.950778921217,259.537978166895,31
"116",2019,20190114,"LEISATTEND",0,0,31
"117",2019,20190114,"LEISSOCCOM",19.9589584993371,45.2157972771755,31
"118",2019,20190115,"HHACT",122.837671516624,155.669998585622,24
"119",2019,20190115,"PHONE",0.531565381362222,1.93861911201832,24
"120",2019,20190115,"RELIG",5.10863290232501,12.9810776916754,24
"121",2019,20190115,"SOCIAL",273.415378493332,206.879342254239,24
"122",2019,20190115,"SPORTS",7.38682242533987,16.8936218852035,24
"123",2019,20190115,"TRAVEL",84.9923581355151,66.4733603508952,24
"124",2019,20190115,"WORK",264.434784572938,262.503993742386,24
"125",2019,20190115,"LEISATTEND",0,0,24
"126",2019,20190115,"LEISSOCCOM",64.0078092230418,89.0452997014472,24
"127",2019,20190116,"HHACT",90.6933853047978,157.13730545812,20
"128",2019,20190116,"PHONE",3.93411703043379,10.6129521456337,20
"129",2019,20190116,"RELIG",23.8223846300335,56.4696472671236,20
"130",2019,20190116,"SOCIAL",220.100100836909,177.865016290419,20
"131",2019,20190116,"SPORTS",21.7025471596113,82.0951123550857,20
"132",2019,20190116,"TRAVEL",78.526987303576,42.7545947842197,20
"133",2019,20190116,"WORK",243.696891283633,238.321468008265,20
"134",2019,20190116,"LEISATTEND",5.85657325913141,41.5050904782449,20
"135",2019,20190116,"LEISSOCCOM",70.1039784035002,123.46570679231,20
"136",2019,20190117,"HHACT",64.2456983640837,97.4859142857164,21
"137",2019,20190117,"PHONE",3.68324046991998,12.8397074859803,21
"138",2019,20190117,"RELIG",0.587195155095304,4.15584607106426,21
"139",2019,20190117,"SOCIAL",204.497845480261,150.915634863252,21
"140",2019,20190117,"SPORTS",8.25681631643464,21.2468283879973,21
"141",2019,20190117,"TRAVEL",106.38007867224,130.827704618961,21
"142",2019,20190117,"WORK",361.223470545414,220.519844700734,21
"143",2019,20190117,"LEISATTEND",0,0,21
"144",2019,20190117,"LEISSOCCOM",15.1786233493388,34.8690210166192,21
"145",2019,20190118,"HHACT",59.2951258650144,70.736953993724,20
"146",2019,20190118,"PHONE",2.90429789843782,12.1988516578739,20
"147",2019,20190118,"RELIG",0.3189552431054,2.16393073214515,20
"148",2019,20190118,"SOCIAL",284.302005845448,225.544758577367,20
"149",2019,20190118,"SPORTS",14.6575274145013,52.7766858738891,20
"150",2019,20190118,"TRAVEL",62.909968326593,52.5351853376477,20
"151",2019,20190118,"WORK",155.081081918781,244.809412359756,20
"152",2019,20190118,"LEISATTEND",0,0,20
"153",2019,20190118,"LEISSOCCOM",7.16445811519175,28.5578398738786,20
"154",2019,20190119,"HHACT",99.7510005997356,115.810839973281,61
"155",2019,20190119,"PHONE",11.9943892989807,41.6622974440767,61
"156",2019,20190119,"RELIG",20.5712795764471,87.5116065943783,61
"157",2019,20190119,"SOCIAL",343.222579778425,208.793332859166,61
"158",2019,20190119,"SPORTS",20.6199929889174,49.1458979505544,61
"159",2019,20190119,"TRAVEL",66.6933850336746,104.120784250749,61
"160",2019,20190119,"WORK",79.0939662385233,147.162648788039,61
"161",2019,20190119,"LEISATTEND",8.99683329412301,46.7398846943497,61
"162",2019,20190119,"LEISSOCCOM",33.6794740784847,74.2577581778904,61
"163",2019,20190120,"HHACT",99.5048876932248,116.789750668489,38
"164",2019,20190120,"PHONE",25.8321497348834,64.6622049081424,38
"165",2019,20190120,"RELIG",25.7653709260739,47.3515061850548,38
"166",2019,20190120,"SOCIAL",378.989447247052,190.377571876954,38
"167",2019,20190120,"SPORTS",13.1117908185619,62.3557914704672,38
"168",2019,20190120,"TRAVEL",37.3196714105818,58.4046772931778,38
"169",2019,20190120,"WORK",68.5862593170305,162.351659227587,38
"170",2019,20190120,"LEISATTEND",0,0,38
"171",2019,20190120,"LEISSOCCOM",49.6945598641154,96.6351583072084,38
"172",2019,20190121,"HHACT",103.041403295151,117.401825629319,16
"173",2019,20190121,"PHONE",4.9786632101066,15.2489305674137,16
"174",2019,20190121,"RELIG",1.63130438455966,6.16000483833837,16
"175",2019,20190121,"SOCIAL",284.486597510758,191.108097512552,16
"176",2019,20190121,"SPORTS",12.5380842040959,27.1074902623467,16
"177",2019,20190121,"TRAVEL",66.0584057858094,64.0479077983237,16
"178",2019,20190121,"WORK",261.876829978906,273.407142617804,16
"179",2019,20190121,"LEISATTEND",17.0021739500181,58.9526682956859,16
"180",2019,20190121,"LEISSOCCOM",34.1227467215014,66.179570650921,16
"181",2019,20190122,"HHACT",204.546798112227,206.249285045804,6
"182",2019,20190122,"PHONE",25.9203811386915,37.8634080215253,6
"183",2019,20190122,"RELIG",0,0,6
"184",2019,20190122,"SOCIAL",164.062623679108,95.8251141221332,6
"185",2019,20190122,"SPORTS",7.22391625593429,19.5256246197788,6
"186",2019,20190122,"TRAVEL",81.513534770972,39.5506418567177,6
"187",2019,20190122,"WORK",155.694329363677,231.150822630398,6
"188",2019,20190122,"LEISATTEND",0,0,6
"189",2019,20190122,"LEISSOCCOM",28.9915016798199,56.7300901542769,6
"190",2019,20190123,"HHACT",35.768432151818,64.7050062982199,13
"191",2019,20190123,"PHONE",33.7644286316787,64.9155453484367,13
"192",2019,20190123,"RELIG",0.447848993283639,2.95912338250787,13
"193",2019,20190123,"SOCIAL",192.152585585493,135.238200861512,13
"194",2019,20190123,"SPORTS",24.3213156258665,53.2381288554654,13
"195",2019,20190123,"TRAVEL",76.4490967822346,49.6349860923213,13
"196",2019,20190123,"WORK",357.835619163685,275.56604326271,13
"197",2019,20190123,"LEISATTEND",0,0,13
"198",2019,20190123,"LEISSOCCOM",38.9234418033966,100.607492469002,13
"199",2019,20190124,"HHACT",81.4607927264028,105.699601950675,15
"200",2019,20190124,"PHONE",6.25669881853922,16.5206150761228,15
"201",2019,20190124,"RELIG",2.0890867187488,15.0145015469172,15
"202",2019,20190124,"SOCIAL",220.373665334966,110.848860326876,15
"203",2019,20190124,"SPORTS",14.5428968936592,36.8421080374677,15
"204",2019,20190124,"TRAVEL",54.6215022258242,36.3310883624659,15
"205",2019,20190124,"WORK",260.54126813531,227.097099863411,15
"206",2019,20190124,"LEISATTEND",0,0,15
"207",2019,20190124,"LEISSOCCOM",29.8157226804512,51.4917501882777,15
"208",2019,20190125,"HHACT",50.849761304285,67.493569836819,10
"209",2019,20190125,"PHONE",0.825066785066314,3.41983430141403,10
"210",2019,20190125,"RELIG",0,0,10
"211",2019,20190125,"SOCIAL",284.329609916331,139.710211174569,10
"212",2019,20190125,"SPORTS",0,0,10
"213",2019,20190125,"TRAVEL",50.3890394802269,39.8533029454742,10
"214",2019,20190125,"WORK",398.044749290172,241.070438710689,10
"215",2019,20190125,"LEISATTEND",0,0,10
"216",2019,20190125,"LEISSOCCOM",10.0981656214246,17.5900287338064,10
"217",2019,20190126,"HHACT",96.9497552613651,141.522872829338,21
"218",2019,20190126,"PHONE",4.07903288208821,17.3220332054236,21
"219",2019,20190126,"RELIG",5.27406779714953,25.34212396277,21
"220",2019,20190126,"SOCIAL",408.899497242242,227.64502459985,21
"221",2019,20190126,"SPORTS",1.57153317317806,9.5823940001479,21
"222",2019,20190126,"TRAVEL",70.5794067585817,68.3303104312236,21
"223",2019,20190126,"WORK",36.0541204937697,107.196935882834,21
"224",2019,20190126,"LEISATTEND",6.41709379047708,39.1281088339373,21
"225",2019,20190126,"LEISSOCCOM",65.4083390794461,103.162930806759,21
"226",2019,20190127,"HHACT",134.176671955181,141.664197457598,55
"227",2019,20190127,"PHONE",12.1818299953463,35.5414700929383,55
"228",2019,20190127,"RELIG",14.6455977999281,38.7192180621238,55
"229",2019,20190127,"SOCIAL",289.443581919627,190.933503372277,55
"230",2019,20190127,"SPORTS",29.1103426104638,58.5177279370363,55
"231",2019,20190127,"TRAVEL",50.3439404879734,41.1385975037993,55
"232",2019,20190127,"WORK",112.464178275422,218.05308496899,55
"233",2019,20190127,"LEISATTEND",4.42369236766854,29.7029169094274,55
"234",2019,20190127,"LEISSOCCOM",27.216405406075,69.3184596321966,55
"235",2019,20190128,"HHACT",107.464434590013,159.520750022622,21
"236",2019,20190128,"PHONE",2.11871058773574,9.1710184047988,21
"237",2019,20190128,"RELIG",0.168461275966783,1.82779821873341,21
"238",2019,20190128,"SOCIAL",243.882991391992,183.956610217211,21
"239",2019,20190128,"SPORTS",1.08446980612524,7.99325426902323,21
"240",2019,20190128,"TRAVEL",77.9644975146036,54.2933203647208,21
"241",2019,20190128,"WORK",188.383056138905,247.625889489679,21
"242",2019,20190128,"LEISATTEND",0,0,21
"243",2019,20190128,"LEISSOCCOM",12.9239100654198,36.0098718055518,21
"244",2019,20190129,"HHACT",175.687352155613,152.067819367062,14
"245",2019,20190129,"PHONE",10.6884556601865,22.0243417503126,14
"246",2019,20190129,"RELIG",1.50365611832616,9.37861321411266,14
"247",2019,20190129,"SOCIAL",299.430903629382,205.187154975566,14
"248",2019,20190129,"SPORTS",2.99197475336176,12.7118310573208,14
"249",2019,20190129,"TRAVEL",96.5969373569888,105.170227306413,14
"250",2019,20190129,"WORK",78.7564482494323,159.143807753535,14
"251",2019,20190129,"LEISATTEND",0,0,14
"252",2019,20190129,"LEISSOCCOM",10.9152272537583,15.7534972687141,14
"253",2019,20190130,"HHACT",76.1858802312786,116.059478336103,31
"254",2019,20190130,"PHONE",12.512065136888,38.4866332795068,31
"255",2019,20190130,"RELIG",1.40291724957925,7.93725235156616,31
"256",2019,20190130,"SOCIAL",360.834416909724,278.770408746045,31
"257",2019,20190130,"SPORTS",9.05614628586137,29.348430331328,31
"258",2019,20190130,"TRAVEL",66.3025888677334,87.8255870065637,31
"259",2019,20190130,"WORK",136.287146699838,216.299379010774,31
"260",2019,20190130,"LEISATTEND",0,0,31
"261",2019,20190130,"LEISSOCCOM",57.2248452493367,138.956150751721,31
"262",2019,20190131,"HHACT",98.7783755806752,89.9179434653782,18
"263",2019,20190131,"PHONE",2.28166269162751,5.4908172768227,18
"264",2019,20190131,"RELIG",9.63738289154247,21.3076921922049,18
"265",2019,20190131,"SOCIAL",267.717120599388,171.69143541826,18
"266",2019,20190131,"SPORTS",18.4483186622598,39.4899689582723,18
"267",2019,20190131,"TRAVEL",45.8408081305695,44.3932902155021,18
"268",2019,20190131,"WORK",305.406802677131,263.83958586321,18
"269",2019,20190131,"LEISATTEND",0,0,18
"270",2019,20190131,"LEISSOCCOM",2.46158826399397,15.6358194730995,18
"271",2019,20190201,"HHACT",113.431791877059,96.9255233127702,17
"272",2019,20190201,"PHONE",17.2025444230886,38.6872460283969,17
"273",2019,20190201,"RELIG",6.15628680092744,16.8162419989247,17
"274",2019,20190201,"SOCIAL",257.273151012499,161.26917626178,17
"275",2019,20190201,"SPORTS",17.1043460042298,41.9519114635945,17
"276",2019,20190201,"TRAVEL",62.8613908258172,46.1404087684548,17
"277",2019,20190201,"WORK",210.249682635968,261.760151065664,17
"278",2019,20190201,"LEISATTEND",0,0,17
"279",2019,20190201,"LEISSOCCOM",32.2902891629765,45.1847120198974,17
"280",2019,20190202,"HHACT",167.198406251751,133.043514040899,38
"281",2019,20190202,"PHONE",9.88860196057911,43.495528991298,38
"282",2019,20190202,"RELIG",3.893985426429,15.5143773811752,38
"283",2019,20190202,"SOCIAL",308.653124151718,166.094916042927,38
"284",2019,20190202,"SPORTS",1.94166349023041,6.53822304428751,38
"285",2019,20190202,"TRAVEL",71.0727230493968,72.6290042533259,38
"286",2019,20190202,"WORK",66.1069634674837,155.151776244536,38
"287",2019,20190202,"LEISATTEND",0,0,38
"288",2019,20190202,"LEISSOCCOM",21.6929174160063,49.429995937161,38
"289",2019,20190203,"HHACT",117.723891023121,124.775626363794,49
"290",2019,20190203,"PHONE",8.3584181250211,40.0877417880942,49
"291",2019,20190203,"RELIG",59.5506782025754,83.0958309072888,49
"292",2019,20190203,"SOCIAL",392.182752736781,179.552207964251,49
"293",2019,20190203,"SPORTS",21.6410951229044,74.9836392017741,49
"294",2019,20190203,"TRAVEL",42.5165000344252,44.2537141132732,49
"295",2019,20190203,"WORK",24.9208330812354,103.721760935413,49
"296",2019,20190203,"LEISATTEND",2.64922342176153,17.6320284506095,49
"297",2019,20190203,"LEISSOCCOM",32.926762801671,69.7821746652831,49
"298",2019,20190204,"HHACT",75.0827669553452,139.65692380117,17
"299",2019,20190204,"PHONE",7.01590525269473,18.5119712069944,17
"300",2019,20190204,"RELIG",6.37585018046514,14.4612543973328,17
"301",2019,20190204,"SOCIAL",179.933280543757,174.781222568729,17
"302",2019,20190204,"SPORTS",6.05491590895046,19.6274744648628,17
"303",2019,20190204,"TRAVEL",65.3382548119663,45.8720504127385,17
"304",2019,20190204,"WORK",315.147432482179,312.637895158387,17
"305",2019,20190204,"LEISATTEND",0,0,17
"306",2019,20190204,"LEISSOCCOM",4.9843021567241,20.8998097400258,17
"307",2019,20190205,"HHACT",73.018246096396,82.3466130678608,30
"308",2019,20190205,"PHONE",8.56795493999117,25.7438051000622,30
"309",2019,20190205,"RELIG",2.55569862974712,17.3249023308307,30
"310",2019,20190205,"SOCIAL",168.365167920884,165.074997695928,30
"311",2019,20190205,"SPORTS",17.0394911285746,29.0080019079265,30
"312",2019,20190205,"TRAVEL",79.6661683972925,115.107812562846,30
"313",2019,20190205,"WORK",306.245406150945,295.156016086837,30
"314",2019,20190205,"LEISATTEND",2.25152121042627,18.11507085649,30
"315",2019,20190205,"LEISSOCCOM",20.6596611528403,34.1589912586036,30
"316",2019,20190206,"HHACT",95.1734650514806,96.4450709319675,21
"317",2019,20190206,"PHONE",5.61404649531722,17.0636580313052,21
"318",2019,20190206,"RELIG",23.700197597449,41.4977562308042,21
"319",2019,20190206,"SOCIAL",304.187749250686,204.31983578718,21
"320",2019,20190206,"SPORTS",63.9240254230923,82.2108062563603,21
"321",2019,20190206,"TRAVEL",70.8764792929347,56.5414796226222,21
"322",2019,20190206,"WORK",160.967314868276,226.968647637927,21
"323",2019,20190206,"LEISATTEND",0,0,21
"324",2019,20190206,"LEISSOCCOM",11.7328114047521,20.8260665460375,21
"325",2019,20190207,"HHACT",72.9842976259724,75.9760711938127,14
"326",2019,20190207,"PHONE",0,0,14
"327",2019,20190207,"RELIG",2.65150064390432,8.02102968794542,14
"328",2019,20190207,"SOCIAL",254.175412064737,183.971581554013,14
"329",2019,20190207,"SPORTS",3.92527040266988,14.8360532947837,14
"330",2019,20190207,"TRAVEL",77.3887634375444,105.906114127445,14
"331",2019,20190207,"WORK",227.317417535674,250.275619238901,14
"332",2019,20190207,"LEISATTEND",0,0,14
"333",2019,20190207,"LEISSOCCOM",15.689118021322,46.51276747766,14
"334",2019,20190208,"HHACT",183.685371171986,123.388736985118,13
"335",2019,20190208,"PHONE",1.11343895228624,4.97215350308282,13
"336",2019,20190208,"RELIG",0,0,13
"337",2019,20190208,"SOCIAL",187.985076790239,117.43604861113,13
"338",2019,20190208,"SPORTS",0,0,13
"339",2019,20190208,"TRAVEL",79.0676917847389,61.2901466553347,13
"340",2019,20190208,"WORK",212.585750136893,217.339977540359,13
"341",2019,20190208,"LEISATTEND",0,0,13
"342",2019,20190208,"LEISSOCCOM",2.91472007374941,14.9298503492262,13
"343",2019,20190209,"HHACT",124.490839434848,122.353805076082,45
"344",2019,20190209,"PHONE",4.27782580166031,11.9859028337986,45
"345",2019,20190209,"RELIG",12.8862849062673,37.2540772451414,45
"346",2019,20190209,"SOCIAL",347.022316621075,158.16397420276,45
"347",2019,20190209,"SPORTS",20.9036434186827,40.5076485864139,45
"348",2019,20190209,"TRAVEL",62.7453293654923,59.0575046544704,45
"349",2019,20190209,"WORK",39.1864930091736,121.912206974345,45
"350",2019,20190209,"LEISATTEND",0,0,45
"351",2019,20190209,"LEISSOCCOM",52.4550971397833,86.4354648404225,45
"352",2019,20190210,"HHACT",141.883800585581,171.006404083263,53
"353",2019,20190210,"PHONE",4.85387441101561,18.8418742593299,53
"354",2019,20190210,"RELIG",19.909863646849,63.6462642015224,53
"355",2019,20190210,"SOCIAL",328.176950907009,244.230528953253,53
"356",2019,20190210,"SPORTS",18.214268117808,58.9847335390508,53
"357",2019,20190210,"TRAVEL",46.570654866537,63.6332268363911,53
"358",2019,20190210,"WORK",46.1681877451371,159.609021920543,53
"359",2019,20190210,"LEISATTEND",1.95850705031067,15.2047721776622,53
"360",2019,20190210,"LEISSOCCOM",36.6073699211301,68.2240350716726,53
"361",2019,20190211,"HHACT",91.0603789689336,95.1482144124183,20
"362",2019,20190211,"PHONE",13.1947177516391,29.3927731887436,20
"363",2019,20190211,"RELIG",0,0,20
"364",2019,20190211,"SOCIAL",326.517828619003,188.575150426365,20
"365",2019,20190211,"SPORTS",6.58660898754373,22.2609688058206,20
"366",2019,20190211,"TRAVEL",56.8315650278357,50.5757894275026,20
"367",2019,20190211,"WORK",253.411723736037,269.700464134503,20
"368",2019,20190211,"LEISATTEND",2.41241873146986,11.7866602700138,20
"369",2019,20190211,"LEISSOCCOM",8.68507603210061,25.7380799905948,20
"370",2019,20190212,"HHACT",100.709723841682,97.5349913479351,19
"371",2019,20190212,"PHONE",9.76734081422161,35.9766281977519,19
"372",2019,20190212,"RELIG",5.8887079016816,15.9396149026039,19
"373",2019,20190212,"SOCIAL",209.102357533456,152.014336229626,19
"374",2019,20190212,"SPORTS",20.5739280883133,33.2559364353683,19
"375",2019,20190212,"TRAVEL",67.5264644602188,55.1130567100818,19
"376",2019,20190212,"WORK",151.860761766856,217.487747889777,19
"377",2019,20190212,"LEISATTEND",0,0,19
"378",2019,20190212,"LEISSOCCOM",32.1170764227869,96.0609090074473,19
"379",2019,20190213,"HHACT",108.665922254911,144.209246897903,20
"380",2019,20190213,"PHONE",12.1493610842303,40.2376194105813,20
"381",2019,20190213,"RELIG",7.82950060700593,26.863525153363,20
"382",2019,20190213,"SOCIAL",247.050108028354,241.705559386154,20
"383",2019,20190213,"SPORTS",1.50160615337239,8.53378502794929,20
"384",2019,20190213,"TRAVEL",77.1572210575588,134.706150100268,20
"385",2019,20190213,"WORK",224.541712919472,292.193633342066,20
"386",2019,20190213,"LEISATTEND",0,0,20
"387",2019,20190213,"LEISSOCCOM",29.2891137338277,55.3027007410317,20
"388",2019,20190214,"HHACT",57.2290085067613,58.5161905814694,13
"389",2019,20190214,"PHONE",2.34748653567653,8.05691650128202,13
"390",2019,20190214,"RELIG",0,0,13
"391",2019,20190214,"SOCIAL",208.063834830799,138.858006544521,13
"392",2019,20190214,"SPORTS",0,0,13
"393",2019,20190214,"TRAVEL",65.352616213043,37.6618081379546,13
"394",2019,20190214,"WORK",350.743185504121,205.747637256443,13
"395",2019,20190214,"LEISATTEND",0,0,13
"396",2019,20190214,"LEISSOCCOM",10.0339394542924,17.1312323690004,13
"397",2019,20190215,"HHACT",26.7229315349937,46.4414813953851,15
"398",2019,20190215,"PHONE",2.70806484705471,9.3952802098704,15
"399",2019,20190215,"RELIG",5.72885475268457,13.4003617816115,15
"400",2019,20190215,"SOCIAL",291.454233177531,195.191603726729,15
"401",2019,20190215,"SPORTS",11.5071815016289,18.5020306811257,15
"402",2019,20190215,"TRAVEL",76.5453706398128,35.3564413477701,15
"403",2019,20190215,"WORK",331.529055503789,249.318680414909,15
"404",2019,20190215,"LEISATTEND",0,0,15
"405",2019,20190215,"LEISSOCCOM",14.5098510499973,21.4327574336162,15
"406",2019,20190216,"HHACT",102.16077076495,132.83272857582,48
"407",2019,20190216,"PHONE",2.77721239428841,16.8112855282453,48
"408",2019,20190216,"RELIG",4.71731637942707,19.06057806345,48
"409",2019,20190216,"SOCIAL",377.000291280846,216.626511905896,48
"410",2019,20190216,"SPORTS",11.7011791243918,27.7704251405248,48
"411",2019,20190216,"TRAVEL",52.3822284082008,74.0731153353388,48
"412",2019,20190216,"WORK",131.437597958605,231.724314794907,48
"413",2019,20190216,"LEISATTEND",2.97200358762565,24.8049985000335,48
"414",2019,20190216,"LEISSOCCOM",44.7379459373759,99.7054523350214,48
"415",2019,20190217,"HHACT",113.089867833653,120.537095319507,45
"416",2019,20190217,"PHONE",2.77045261929629,13.2934516038576,45
"417",2019,20190217,"RELIG",26.3476341358878,57.9056823780248,45
