"","date","tsne1","tsne2","MONTH","YEAR","Caring for Household","Caring for Non-Household","Education","Eating and Drinking","Civic Duties","Household Activities","Household Services","Personal Care","Phone Calls","Care Services","Consumer Purchasing","Religious/Spiritual Activities","Socializing and Leisure","Sports and Exercise","Traveling","Volunteering","Work","time_period","date_label"
"11","2019-06",-36.0005988668389,-56.7029759778612,6,"2019",23.1048883595727,9.48445749906792,10.7577515114416,63.1760769211591,0.129644025102453,108.48415323115,1.37505380192654,583.313814353887,6.42908613824102,5.57063736040545,23.1106277438988,9.9699246555926,292.08110939779,24.5220862357941,77.0816115521793,8.52922761619718,179.674884620483,"Pre-COVID Peak","Jun 2019"
"12","2021-06",-14.568372978373,-30.5535566678549,6,"2021",25.432079942554,11.4115889511398,10.3795355784159,66.8690657309393,0,125.912605286445,1.69585768503723,574.230861781873,10.1396605296885,6.91185404019597,17.910130011301,4.86262170346987,282.644918038249,29.6218774961794,62.1304986111406,6.17713263552183,195.66681237639,"Post-COVID Peak","Jun 2021"
"13","2019-07",-44.307184920902,-50.4240613746826,7,"2019",18.9834618414842,10.9670479562301,6.240527028838,64.2884228995948,0.413848987394535,104.331407665672,0.963421648664101,584.866073829242,7.12369359328676,5.50048374528831,20.3923949549428,6.97445385971783,292.340196126338,22.0982703191155,79.9827324201766,10.3978009538893,196.055321509197,"Pre-COVID Peak","Jul 2019"
"14","2021-07",6.8245886988659,-60.7219227135859,7,"2021",23.1424902001661,4.21577086462439,7.23412588966751,69.9983435792325,0.113108690665722,119.905974217978,1.03336726551606,583.819377494756,7.434809607172,4.35031424286181,16.7263570688984,6.90530301062057,312.05118854764,21.8836751422905,61.9166367801104,3.45989277774722,187.937604634196,"Post-COVID Peak","Jul 2021"
"15","2019-08",-17.8308798098921,-13.2564574058506,8,"2019",28.2663810733291,8.01148966533168,16.9410770962058,67.2133602686484,0.197623628887899,119.54321166134,0.573723423451643,576.837442467716,6.68296660908124,5.13856093603014,21.3310541173906,6.09723362050115,268.134274916187,29.2778287464617,70.7112463996204,8.04320927624156,194.940498109322,"Pre-COVID Peak","Aug 2019"
"16","2021-08",-27.1107916720892,-28.6519436940688,8,"2021",23.1436924712802,12.2616091510773,9.17805855422782,67.2640717489572,0.00943219348644888,120.219091917562,1.03721836002738,577.56086933052,10.0380161471166,4.3266499494536,18.507808731836,8.9203371524044,281.753124305011,19.5952437941051,60.9629612527143,5.88589892864625,209.029206875977,"Post-COVID Peak","Aug 2021"
"17","2019-09",-35.4921022090334,7.77260315686592,9,"2019",24.8222354056191,8.62181029297451,23.7243003220681,63.0393741692852,0.051340365686734,114.13617843928,0.571609305355931,566.347151777708,6.72445887493081,5.21938094290712,19.0042780990215,8.20321308080194,279.899764986877,21.1809410575733,69.9092624999749,6.74410190756983,211.383278204113,"Pre-COVID Peak","Sep 2019"
"18","2021-09",-22.8945953475126,26.9046776347013,9,"2021",22.6705481240778,8.36275448020059,33.896931765203,63.9506801397306,0.145319800989165,111.124701640646,0.892533689981357,574.067594129849,9.70687743887583,4.85411686619324,21.5406918810422,7.95710827462351,269.361167448689,23.2364769405734,72.1502813237799,5.2215837531834,199.649823196121,"Post-COVID Peak","Sep 2021"
"19","2019-10",-48.4309193357045,38.0269237945712,10,"2019",29.859528169697,4.6427165393775,34.9294336683901,63.8981486559817,0.190351096909102,102.854861218847,0.739488601998857,571.531432501687,7.77852480216689,5.12550362563297,17.1794868723621,5.83843387595601,264.776715101422,23.4994159834664,72.896458484212,6.69126420159082,212.538240307992,"Pre-COVID Peak","Oct 2019"
"20","2021-10",-11.165639760583,23.5759861151443,10,"2021",27.7691849286328,8.73879270136899,36.3348001229454,64.0013140762822,0.138013829941026,116.874586172245,0.599190238116772,572.250307410934,7.52363391345694,4.94919937707462,19.4093677334027,9.52438027157285,275.894358048677,13.8388955131086,66.6646305070212,5.41412003615581,201.226118778532,"Post-COVID Peak","Oct 2021"
"21","2019-11",-2.28542142816044,8.61405293956101,11,"2019",26.3830266900735,9.64854207571643,31.5556474427426,64.0614078042375,0.373077188939231,109.833037335376,0.916423913229401,574.754518157773,5.48488830659159,5.00246445689591,22.750117971191,8.99930160697609,283.028684205357,18.5892868038123,71.3752298638511,6.98794729761229,184.315654013325,"Pre-COVID Peak","Nov 2019"
"22","2021-11",-28.5643918072612,66.742597175659,11,"2021",22.0860275720296,7.92744692132905,30.4651056150379,68.4559647835693,0,122.1480173464,2.12317828148689,582.967013893089,7.57142935528979,6.49985663157413,25.163230177552,5.88277943546878,272.983481771852,15.4233405611184,60.2994442144228,6.23750453835203,194.625939463062,"Post-COVID Peak","Nov 2021"
"23","2019-12",-30.7473507573341,38.387741139607,12,"2019",23.3537140648383,6.53821739029679,32.4523271659857,62.1456033388305,0.0458504704810777,109.827521023405,1.17563248218259,575.915365294208,5.55985961863691,5.97384960199815,26.4483729943428,8.48879826830706,263.747126047191,13.4704201798111,69.0653613767101,8.33044003570693,207.182344626042,"Pre-COVID Peak","Dec 2019"
"24","2021-12",-28.6938501223777,51.8932199487231,12,"2021",27.1465305496516,5.55659054929721,32.3541669302926,68.7612223038029,0.0926107900757014,110.716822280781,0.924706637662691,587.430309210633,10.4070824851929,6.43174371695487,21.7898112367995,5.76590834807898,264.184738610027,13.7198209893077,63.3227655005318,6.24846563466063,205.493120673448,"Post-COVID Peak","Dec 2021"
"25","2020-01",33.6205074782206,55.052045687929,1,"2020",24.2457689468578,6.19938709927867,17.891717044153,57.2722828614549,0.308151945380486,98.3050216058996,1.0532189558391,589.293978021765,4.48939970467607,8.98908329445473,16.119600618039,9.25349562642286,291.11479957116,15.462409065865,60.1116344187155,6.75443441174314,216.497701413284,"Pre-COVID Peak","Jan 2020"
"26","2020-02",-6.6100307560387,59.87543421748,2,"2020",30.566250392751,6.79344017420635,39.8374777783875,61.1350418126107,0.0630729176148129,100.145967140171,0.217942840999463,581.654722368456,5.52829462405249,7.60120869234679,21.9395818013602,6.16365845498307,272.88977802713,15.0392412832074,70.7348484586115,6.29248866466954,199.623439729884,"Pre-COVID Peak","Feb 2020"
"27","2020-03",14.4495947883808,17.4924355482956,3,"2020",23.8725766058208,4.23076463050868,42.0741586187045,65.2648597896581,0.360679692216809,112.495095874284,0.258652249280925,576.481810512474,6.98390674699197,4.03067432406765,20.8377356596316,6.2326121897128,284.290859572213,21.6394183938754,57.7337779738432,8.24536483466607,195.692611688895,"COVID Peak","Mar 2020"
"28","2020-05",38.7667348364924,-68.3426210326933,5,"2020",26.8781541713205,5.67803830151373,14.8780623273986,65.1653387840793,0.132057494711371,131.70049023783,0.426422643919783,580.158331802206,9.08539347490832,1.89928615365424,14.8527968899115,6.66432689239831,334.723611256363,19.3577947608129,31.5302804336643,2.6814586454589,183.023468602505,"COVID Peak","May 2020"
"29","2020-06",23.6072880826218,-69.112354042963,6,"2020",23.0101545333607,6.5732087771045,10.5377612102466,66.1371639519466,0.136687804049646,127.929065468422,1.86862305275355,583.019998747253,9.81788553918839,5.81833963359499,14.3790611187353,6.16206346921706,318.228295384555,28.8213999739079,43.3027281387688,4.14427935871316,176.650922438604,"COVID Peak","Jun 2020"
"30","2020-07",-6.19252753787955,-53.8856052953546,7,"2020",21.1322225880615,6.49562380369924,5.24110146633883,66.0164170102866,0.121975351965495,128.101418612492,1.22652895564736,572.902784157,11.2745757301789,5.23991670335487,16.3408825427228,4.77042599464896,303.179546103265,26.8367144988721,54.613508923527,5.09479676483223,199.168236353912,"COVID Peak","Jul 2020"
"31","2020-08",24.2481341138652,-57.1833489275219,8,"2020",21.0640774448802,11.0192033154906,8.04016064834499,66.8434335640421,0.166982646683695,126.891131008354,0.690404078518351,582.04274355506,7.92447658209505,4.27756388159716,15.6193916587786,5.81540173077201,323.12426744945,29.5978677589015,49.6341615344593,5.16824521450543,173.053652956623,"COVID Peak","Aug 2020"
"32","2020-09",28.2070631009524,9.80851122822783,9,"2020",34.3602790299245,10.9055808983929,34.5617426010684,62.5903918145237,0.138774558487894,111.840996992573,0.528767491617102,579.859945709337,7.95622721811995,4.89348905709373,17.794624946086,5.03345541097082,276.165620932888,21.3899533275133,53.0283494849336,5.76273657251728,200.886092723328,"COVID Peak","Sep 2020"
"33","2020-10",41.978036691874,-30.475810301213,10,"2020",29.014062069502,11.2821775887169,37.9751387552646,60.0262460125209,0.319678154732008,113.61401383031,0.615100566905296,576.981230342505,10.071805877162,6.18982471713163,15.3299099745143,5.82790099745115,304.005583172237,19.8357186383894,47.6860623240919,6.22585177057525,183.007746848107,"COVID Peak","Oct 2020"
"34","2020-11",47.5965043373315,-20.5684783402368,11,"2020",28.1866242497496,7.97588460117203,36.1640239963009,59.736587836303,0.120552761762012,121.000647120941,0.940359778105107,580.23546658133,13.5135109946477,5.7948992567021,21.1519773347048,7.11434261936131,296.292723126781,18.3784986062976,47.9092394344728,4.76327114506659,180.170785756574,"COVID Peak","Nov 2020"
"35","2020-12",41.8563519022825,-52.6537890381817,12,"2020",22.7799465330456,5.83654161851844,29.7528936729392,63.7954055919124,0.189335082517993,126.981220265893,0.943195145866817,580.53153478115,11.2518673311385,6.40385554211351,18.4346682407744,4.33755220063033,323.113211192305,12.2688231647418,45.3112973733738,5.1336122173395,172.48315508504,"COVID Peak","Dec 2020"
